OCI,delta_OCI,temp_indoor,humi_indoor,ac_mode_class
0.7795,0.011,23.05,66.81,2
0.7998,0.0203,23.04,66.81,2
0.7891,-0.0107,23.06,66.81,2
0.803,0.0139,23.01,66.82,2
0.8204,0.0175,23.0,66.82,2
0.8348,0.0143,23.07,66.83,2
0.8442,0.0095,23.13,66.83,2
0.8404,-0.0039,23.05,66.84,2
0.8541,0.0137,23.06,66.84,2
0.8527,-0.0014,23.07,66.85,2
0.8617,0.0091,23.11,66.86,2
0.8539,-0.0078,23.18,66.86,2
0.8447,-0.0093,23.19,66.87,2
0.7948,-0.0499,23.25,66.87,2
0.8012,0.0064,23.18,66.87,2
0.8099,0.0087,23.2,66.87,2
0.7767,-0.0332,23.15,66.88,2
0.7819,0.0052,23.11,66.88,2
0.7654,-0.0165,23.02,66.88,2
0.7624,-0.003,23.12,66.88,2
0.76,-0.0025,23.07,66.88,2
0.74,-0.02,23.05,66.88,2
0.7494,0.0094,23.03,66.88,2
0.7332,-0.0162,22.99,66.88,2
0.7461,0.0129,22.99,66.88,2
0.7151,-0.0311,23.03,66.88,2
0.7279,0.0129,23.11,66.87,2
0.7143,-0.0136,23.11,66.87,2
0.7081,-0.0062,23.03,66.87,2
0.7382,0.0301,22.99,66.87,2
0.7401,0.0019,22.97,66.87,2
0.7461,0.006,23.01,66.87,2
0.752,0.0059,23.05,66.87,2
0.7445,-0.0076,22.92,66.87,2
0.7298,-0.0147,22.99,66.87,2
0.7326,0.0028,23.02,66.87,2
0.755,0.0224,22.99,66.87,2
0.7599,0.005,22.96,66.87,2
0.7352,-0.0247,22.95,66.87,2
0.7297,-0.0055,22.96,66.87,2
0.7197,-0.01,22.95,66.87,2
0.7487,0.0289,23.01,66.87,2
0.7189,-0.0297,22.97,66.86,2
0.7342,0.0153,23.01,66.86,2
0.7454,0.0112,23.04,66.86,2
0.7538,0.0084,23.1,66.86,2
0.6974,-0.0564,23.11,66.86,2
0.6977,0.0004,22.99,66.86,2
0.7247,0.0269,23.06,66.86,2
0.7304,0.0057,23.07,66.86,2
0.7607,0.0304,23.09,66.86,2
0.7801,0.0194,23.1,66.86,2
0.7801,0.0,23.09,66.86,2
0.7386,-0.0415,23.07,66.86,2
0.7229,-0.0157,23.03,66.86,2
0.7404,0.0176,23.02,66.86,2
0.7651,0.0247,23.04,66.86,2
0.7677,0.0026,23.06,66.86,2
0.7822,0.0145,23.01,66.87,2
0.7908,0.0086,23.03,66.87,2
0.7917,0.0009,23.12,66.87,2
0.7865,-0.0052,23.15,66.87,2
0.7816,-0.0049,23.23,66.87,2
0.7874,0.0058,23.15,66.88,2
0.7441,-0.0433,23.14,66.87,2
0.7505,0.0064,23.01,66.87,2
0.7532,0.0027,23.06,66.88,2
0.7716,0.0184,23.08,66.88,2
0.7659,-0.0058,23.07,66.88,2
0.7,-0.0658,23.06,66.87,2
0.6803,-0.0197,23.09,66.87,2
0.7094,0.0291,23.02,66.87,2
0.6982,-0.0112,23.07,66.87,2
0.7195,0.0213,23.02,66.87,2
0.7321,0.0126,22.96,66.86,2
0.7133,-0.0189,22.98,66.86,2
0.7319,0.0186,23.03,66.86,2
0.7506,0.0187,23.01,66.86,2
0.7772,0.0266,22.98,66.86,2
0.8,0.0228,23.01,66.87,2
0.7989,-0.0011,23.04,66.87,2
0.8196,0.0207,23.12,66.87,2
0.7894,-0.0302,23.09,66.87,2
0.7804,-0.009,23.04,66.88,2
0.7847,0.0042,23.07,66.88,2
0.7326,-0.0521,23.02,66.88,2
0.682,-0.0505,22.98,66.87,2
0.703,0.021,22.98,66.87,2
0.7142,0.0112,23.02,66.87,2
0.7411,0.0269,23.08,66.87,2
0.7593,0.0182,23.04,66.87,2
0.7527,-0.0067,22.98,66.87,2
0.7414,-0.0113,23.04,66.87,2
0.7404,-0.001,23.01,66.87,2
0.7153,-0.0251,23.04,66.87,2
0.7348,0.0196,23.11,66.87,2
0.687,-0.0479,23.16,66.86,2
0.6673,-0.0197,23.09,66.86,2
0.7027,0.0354,23.12,66.86,2
0.7281,0.0253,23.12,66.86,2
0.7314,0.0033,23.13,66.86,2
0.7221,-0.0093,23.13,66.86,2
0.7525,0.0304,23.15,66.86,2
0.7512,-0.0013,23.08,66.86,2
0.7623,0.0111,23.1,66.86,2
0.7788,0.0165,23.01,66.86,2
0.7966,0.0178,23.02,66.86,2
0.76,-0.0366,23.03,66.86,2
0.7475,-0.0125,23.06,66.86,2
0.7546,0.0071,23.12,66.86,2
0.7323,-0.0223,23.13,66.86,2
0.7246,-0.0077,23.07,66.86,2
0.7248,0.0002,23.0,66.86,2
0.7268,0.002,22.98,66.86,2
0.73,0.0032,22.98,66.86,2
0.7587,0.0287,22.99,66.86,2
0.7693,0.0106,23.02,66.86,2
0.7704,0.0011,22.98,66.86,2
0.7439,-0.0265,22.99,66.86,2
0.746,0.002,22.97,66.86,2
0.7547,0.0088,22.97,66.86,2
0.7411,-0.0136,22.98,66.86,2
0.7215,-0.0196,22.89,66.86,2
0.7207,-0.0009,22.92,66.86,2
0.7231,0.0025,22.91,66.86,2
0.7515,0.0283,22.96,66.86,2
0.7703,0.0189,23.02,66.86,2
0.7623,-0.008,22.92,66.86,2
0.77,0.0077,22.93,66.86,2
0.7939,0.0239,22.86,66.87,2
0.7565,-0.0374,22.9,66.87,2
0.7497,-0.0068,22.85,66.87,2
0.7207,-0.029,22.92,66.87,2
0.7227,0.002,22.92,66.86,2
0.7181,-0.0045,22.89,66.86,2
0.7264,0.0082,22.94,66.86,2
0.7449,0.0185,22.94,66.86,2
0.7507,0.0058,22.91,66.86,2
0.7335,-0.0171,22.89,66.86,2
0.736,0.0025,22.96,66.86,2
0.7248,-0.0112,22.94,66.86,2
0.7186,-0.0062,23.01,66.86,2
0.7215,0.0029,23.03,66.86,2
0.677,-0.0445,22.97,66.85,2
0.6892,0.0121,22.97,66.85,2
0.6718,-0.0173,22.96,66.85,2
0.6926,0.0208,22.89,66.85,2
0.6557,-0.0369,22.82,66.84,2
0.6782,0.0225,22.79,66.84,2
0.6641,-0.0141,22.83,66.84,2
0.6881,0.0239,22.88,66.83,2
0.6735,-0.0145,22.87,66.83,2
0.671,-0.0025,22.85,66.83,2
0.6881,0.0171,22.91,66.82,2
0.643,-0.0451,22.89,66.82,2
0.6654,0.0224,22.83,66.82,2
0.6393,-0.0261,22.85,66.81,2
0.6629,0.0236,22.85,66.81,2
0.7046,0.0417,22.97,66.81,2
0.6838,-0.0208,22.94,66.81,2
0.6985,0.0147,22.91,66.81,2
0.6969,-0.0016,22.91,66.8,2
0.7124,0.0155,22.9,66.8,2
0.7254,0.0131,22.94,66.8,2
0.7173,-0.0081,22.86,66.8,2
0.6999,-0.0174,22.85,66.8,2
0.6925,-0.0075,22.78,66.8,2
0.7099,0.0175,22.78,66.8,2
0.7441,0.0341,22.82,66.8,2
0.7596,0.0155,22.86,66.8,2
0.705,-0.0546,22.97,66.8,2
0.717,0.0119,22.93,66.8,2
0.7302,0.0132,22.94,66.8,2
0.7313,0.0011,22.77,66.8,2
0.7218,-0.0095,22.82,66.8,2
0.7187,-0.0031,22.83,66.8,2
0.7227,0.004,22.88,66.8,2
0.7095,-0.0132,22.83,66.8,2
0.7143,0.0048,22.85,66.8,2
0.7264,0.0121,22.85,66.8,2
0.74,0.0136,22.83,66.8,2
0.703,-0.0369,22.83,66.8,2
0.7,-0.003,22.8,66.8,2
0.7304,0.0304,22.86,66.8,2
0.7147,-0.0157,22.88,66.8,2
0.7165,0.0018,22.9,66.8,2
0.7121,-0.0044,22.91,66.8,2
0.7348,0.0227,23.0,66.8,2
0.7645,0.0297,23.13,66.8,2
0.7637,-0.0008,23.11,66.81,2
0.7208,-0.0429,23.02,66.81,2
0.7132,-0.0076,23.05,66.81,2
0.6551,-0.0581,22.98,66.8,2
0.6828,0.0277,22.91,66.8,2
0.672,-0.0108,22.82,66.8,2
0.6971,0.0251,22.89,66.8,2
0.7154,0.0183,22.89,66.8,2
0.7103,-0.005,22.9,66.8,2
0.6847,-0.0257,22.89,66.79,2
0.6932,0.0086,22.83,66.79,2
0.7296,0.0364,22.86,66.79,2
0.7502,0.0206,22.93,66.8,2
0.7698,0.0196,22.9,66.8,2
0.7609,-0.0089,23.0,66.8,2
0.7662,0.0053,23.05,66.8,2
0.7683,0.0021,23.13,66.81,2
0.7746,0.0063,23.1,66.81,2
0.7261,-0.0485,23.11,66.81,2
0.7203,-0.0058,23.12,66.81,2
0.6827,-0.0376,23.03,66.81,2
0.6487,-0.034,22.99,66.8,2
0.6469,-0.0018,23.0,66.8,2
0.6756,0.0287,22.99,66.8,2
0.7059,0.0303,22.95,66.8,2
0.7065,0.0006,22.96,66.8,2
0.6728,-0.0337,22.88,66.79,2
0.6538,-0.019,22.81,66.79,2
0.6339,-0.0199,22.77,66.79,2
0.6133,-0.0206,22.73,66.78,2
0.6066,-0.0066,22.77,66.78,2
0.6475,0.0409,22.7,66.77,2
0.6499,0.0023,22.72,66.77,2
0.672,0.0222,22.82,66.77,2
0.7031,0.0311,22.93,66.77,2
0.7246,0.0214,22.93,66.77,2
0.7419,0.0173,22.95,66.77,2
0.7523,0.0104,23.0,66.77,2
0.7727,0.0204,22.95,66.78,2
0.768,-0.0047,22.88,66.78,2
0.7757,0.0077,22.9,66.78,2
0.7828,0.0071,22.86,66.78,2
0.7782,-0.0046,22.78,66.79,2
0.7817,0.0035,22.83,66.79,2
0.7664,-0.0153,22.75,66.79,2
0.7817,0.0153,22.72,66.8,2
0.7489,-0.0328,22.71,66.8,2
0.7068,-0.0421,22.7,66.8,2
0.6756,-0.0312,22.72,66.8,2
0.6734,-0.0022,22.8,66.79,2
0.6839,0.0104,22.81,66.79,2
0.67,-0.0139,22.85,66.79,2
0.6545,-0.0154,22.86,66.79,2
0.6778,0.0233,22.86,66.78,2
0.6786,0.0008,22.83,66.78,2
0.6373,-0.0413,22.85,66.78,2
0.6305,-0.0067,22.93,66.77,2
0.5903,-0.0403,22.96,66.77,2
0.5749,-0.0153,22.96,66.76,2
0.5873,0.0124,22.99,66.76,2
0.6303,0.043,22.92,66.75,2
0.6493,0.019,22.87,66.75,2
0.6725,0.0232,22.88,66.75,2
0.6489,-0.0237,22.86,66.75,2
0.6569,0.008,22.88,66.74,2
0.6119,-0.045,22.94,66.74,2
0.6451,0.0332,22.83,66.74,2
0.6712,0.0261,22.85,66.74,2
0.7018,0.0306,22.87,66.74,2
0.7027,0.0009,22.86,66.74,2
0.6847,-0.018,22.84,66.74,2
0.6848,0.0001,22.83,66.74,2
0.7041,0.0193,22.84,66.74,2
0.6928,-0.0113,22.84,66.74,2
0.6498,-0.043,22.81,66.73,2
0.6477,-0.0021,22.79,66.73,2
0.6271,-0.0205,22.84,66.73,2
0.6334,0.0062,22.85,66.73,2
0.642,0.0086,22.85,66.72,2
0.6291,-0.0129,22.77,66.72,2
0.6378,0.0087,22.69,66.72,2
0.6671,0.0293,22.77,66.72,2
0.6667,-0.0004,22.72,66.72,2
0.6966,0.0299,22.71,66.72,2
0.696,-0.0006,22.67,66.72,2
0.6661,-0.0299,22.67,66.72,2
0.672,0.0058,22.63,66.72,2
0.6688,-0.0032,22.66,66.71,2
0.6503,-0.0185,22.68,66.71,2
0.6784,0.0281,22.6,66.71,2
0.4946,-0.1838,22.57,66.7,2
0.5314,0.0368,22.49,66.7,2
0.6046,0.0732,22.61,66.69,2
0.6714,0.0667,22.6,66.69,2
0.6226,-0.0488,22.56,66.69,2
0.6281,0.0055,22.59,66.69,2
0.6482,0.0201,22.59,66.68,2
0.6503,0.0021,22.52,66.68,2
0.687,0.0367,22.58,66.68,2
0.7081,0.0211,22.61,66.69,2
0.7296,0.0215,22.59,66.69,2
0.7316,0.002,22.57,66.69,2
0.676,-0.0556,22.68,66.69,2
0.6644,-0.0116,22.74,66.69,2
0.6849,0.0205,22.67,66.69,2
0.6759,-0.0089,22.68,66.69,2
0.6706,-0.0053,22.76,66.69,2
0.6498,-0.0208,22.87,66.69,2
0.6628,0.013,22.82,66.69,2
0.6062,-0.0566,22.9,66.69,2
