OCI,delta_OCI,temp_indoor,humi_indoor,ac_mode_class
0.5194,0.0076,22.71,65.09,2
0.5587,0.0393,22.73,65.12,2
0.5314,-0.0273,22.73,65.15,2
0.5407,0.0093,22.72,65.17,2
0.564,0.0234,22.69,65.19,2
0.5627,-0.0013,22.71,65.22,2
0.5352,-0.0276,22.57,65.24,2
0.5568,0.0216,22.68,65.26,2
0.5988,0.042,22.7,65.29,2
0.5838,-0.015,22.67,65.31,2
0.5567,-0.0271,22.61,65.33,2
0.5541,-0.0026,22.61,65.35,2
0.57,0.0159,22.58,65.38,2
0.591,0.021,22.58,65.4,2
0.5908,-0.0002,22.69,65.42,2
0.5625,-0.0283,22.7,65.44,2
0.5666,0.0041,22.69,65.46,2
0.5668,0.0002,22.71,65.48,2
0.6084,0.0416,22.76,65.5,2
0.6239,0.0155,22.72,65.52,2
0.5875,-0.0364,22.64,65.54,2
0.5861,-0.0014,22.66,65.56,2
0.6005,0.0145,22.53,65.58,2
0.5856,-0.0149,22.48,65.59,2
0.5751,-0.0106,22.45,65.61,2
0.6174,0.0423,22.51,65.63,2
0.6603,0.043,22.58,65.65,2
0.6334,-0.0269,22.65,65.67,2
0.655,0.0216,22.68,65.69,2
0.6606,0.0056,22.74,65.71,2
0.6587,-0.0019,22.77,65.73,2
0.65,-0.0087,22.82,65.74,2
0.6245,-0.0256,22.77,65.76,2
0.6578,0.0333,22.71,65.78,2
0.6848,0.027,22.73,65.8,2
0.7119,0.0271,22.8,65.82,2
0.6864,-0.0256,22.81,65.83,2
0.6646,-0.0217,22.75,65.85,2
0.6783,0.0137,22.72,65.87,2
0.6754,-0.0029,22.72,65.88,2
0.6755,0.0001,22.75,65.9,2
0.6518,-0.0237,22.73,65.92,2
0.6782,0.0264,22.74,65.93,2
0.629,-0.0492,22.77,65.94,2
0.6298,0.0008,22.73,65.96,2
0.6204,-0.0094,22.64,65.97,2
0.5613,-0.0591,22.63,65.98,2
0.5688,0.0075,22.67,65.99,2
0.589,0.0202,22.67,66.0,2
0.6059,0.0169,22.75,66.01,2
0.6333,0.0274,22.74,66.02,2
0.6029,-0.0304,22.72,66.03,2
0.5691,-0.0338,22.69,66.03,2
0.5828,0.0137,22.65,66.04,2
0.594,0.0112,22.63,66.05,2
0.5458,-0.0482,22.67,66.06,2
0.546,0.0003,22.7,66.06,2
0.5609,0.0148,22.75,66.07,2
0.5807,0.0198,22.77,66.08,2
0.6328,0.0521,22.84,66.09,2
0.6657,0.0329,22.8,66.1,2
0.7026,0.0369,22.82,66.11,2
0.6915,-0.0111,22.84,66.13,2
0.6795,-0.012,22.86,66.14,2
0.7012,0.0216,22.9,66.15,2
0.7104,0.0092,23.01,66.16,2
0.7334,0.0231,23.02,66.18,2
0.685,-0.0485,23.02,66.19,2
0.6906,0.0056,23.04,66.2,2
0.6864,-0.0041,23.06,66.21,2
0.6942,0.0077,23.03,66.22,2
0.6703,-0.0239,23.03,66.23,2
0.6476,-0.0227,22.95,66.24,2
0.637,-0.0106,22.82,66.24,2
0.6711,0.0341,22.82,66.25,2
0.6517,-0.0193,22.84,66.26,2
0.6742,0.0225,22.77,66.27,2
0.7152,0.041,22.8,66.28,2
0.6939,-0.0213,22.83,66.29,2
0.6779,-0.0161,22.82,66.29,2
0.6593,-0.0186,22.82,66.3,2
0.6869,0.0277,22.85,66.31,2
0.7162,0.0292,22.82,66.32,2
0.7588,0.0426,22.86,66.33,2
0.7593,0.0005,22.79,66.34,2
0.7479,-0.0114,22.77,66.35,2
0.7097,-0.0382,22.86,66.36,2
0.6997,-0.01,22.84,66.37,2
0.6697,-0.0301,22.8,66.38,2
0.6232,-0.0464,22.77,66.38,2
0.6551,0.0319,22.76,66.38,2
0.6036,-0.0515,22.74,66.39,2
0.6148,0.0111,22.74,66.39,2
0.6267,0.0119,22.79,66.39,2
0.6142,-0.0125,22.83,66.4,2
0.6061,-0.0081,22.81,66.4,2
0.6162,0.0101,22.83,66.4,2
0.6508,0.0346,22.77,66.41,2
0.6273,-0.0235,22.84,66.41,2
0.6329,0.0056,22.84,66.41,2
0.6636,0.0307,22.89,66.42,2
0.6442,-0.0194,22.92,66.42,2
0.625,-0.0192,22.87,66.42,2
0.6128,-0.0122,22.89,66.43,2
0.6116,-0.0013,22.87,66.43,2
0.615,0.0034,22.82,66.43,2
0.6272,0.0122,22.82,66.43,2
0.6545,0.0273,22.83,66.44,2
0.682,0.0275,22.82,66.44,2
0.7024,0.0204,22.75,66.45,2
0.7051,0.0027,22.74,66.46,2
0.6871,-0.018,22.77,66.46,2
0.6822,-0.0048,22.82,66.47,2
0.6869,0.0047,22.88,66.47,2
0.6874,0.0005,22.88,66.48,2
0.7128,0.0254,22.9,66.48,2
0.7316,0.0188,22.82,66.49,2
0.7486,0.017,22.95,66.5,2
0.6923,-0.0563,23.02,66.5,2
0.7153,0.023,23.04,66.51,2
0.7201,0.0048,23.0,66.51,2
0.7293,0.0091,23.04,66.52,2
0.7343,0.005,23.03,66.53,2
0.6884,-0.0459,22.96,66.53,2
0.6737,-0.0147,22.95,66.53,2
0.6884,0.0147,22.97,66.54,2
0.6837,-0.0048,23.02,66.54,2
0.6536,-0.0301,23.02,66.54,2
0.6779,0.0243,22.88,66.54,2
0.6204,-0.0575,22.85,66.54,2
0.6109,-0.0095,22.86,66.54,2
0.6071,-0.0039,22.88,66.54,2
0.6396,0.0325,22.86,66.54,2
0.6435,0.0039,22.85,66.55,2
0.6215,-0.022,22.82,66.55,2
0.6266,0.0051,22.77,66.55,2
0.6373,0.0107,22.8,66.55,2
0.6391,0.0018,22.78,66.55,2
0.6895,0.0505,22.76,66.55,2
0.6798,-0.0097,22.76,66.55,2
0.6906,0.0107,22.81,66.56,2
0.6635,-0.0271,22.91,66.56,2
0.698,0.0346,22.91,66.56,2
0.6803,-0.0177,22.91,66.57,2
0.7027,0.0224,22.96,66.57,2
0.7077,0.0051,22.96,66.57,2
0.6765,-0.0313,22.98,66.58,2
0.6644,-0.0121,22.96,66.58,2
0.6641,-0.0002,22.96,66.58,2
0.6648,0.0007,22.96,66.58,2
0.6967,0.0318,22.97,66.59,2
0.6551,-0.0415,22.99,66.59,2
0.6463,-0.0088,22.94,66.59,2
0.6316,-0.0147,22.89,66.59,2
0.6312,-0.0004,22.93,66.59,2
0.6632,0.032,22.9,66.59,2
0.7019,0.0388,22.89,66.59,2
0.7249,0.023,22.82,66.6,2
0.6807,-0.0443,22.76,66.6,2
0.6547,-0.026,22.84,66.6,2
0.6839,0.0293,22.85,66.6,2
0.7171,0.0332,22.85,66.6,2
0.745,0.0278,22.86,66.61,2
0.7501,0.0051,22.99,66.62,2
0.7536,0.0035,23.01,66.62,2
0.6993,-0.0543,22.95,66.62,2
0.6901,-0.0093,23.0,66.62,2
0.7211,0.031,23.03,66.63,2
0.6836,-0.0375,23.06,66.63,2
0.6503,-0.0333,23.01,66.63,2
0.6177,-0.0326,22.95,66.63,2
0.6161,-0.0015,22.9,66.63,2
0.6544,0.0383,22.93,66.63,2
0.6937,0.0393,22.85,66.63,2
0.6835,-0.0102,22.94,66.63,2
0.6812,-0.0023,22.98,66.63,2
0.7008,0.0196,23.03,66.63,2
0.7089,0.0081,23.07,66.64,2
0.7144,0.0055,23.02,66.64,2
0.7153,0.0009,22.99,66.64,2
0.7175,0.0021,23.02,66.65,2
0.7421,0.0246,22.98,66.65,2
0.7409,-0.0012,22.97,66.65,2
0.7449,0.004,23.01,66.66,2
0.7673,0.0224,23.02,66.66,2
0.7822,0.0149,22.98,66.67,2
0.7413,-0.0409,22.99,66.67,2
0.7242,-0.0171,22.94,66.68,2
0.695,-0.0291,22.91,66.68,2
0.6745,-0.0205,22.91,66.68,2
0.6867,0.0122,22.95,66.68,2
0.6895,0.0027,22.85,66.68,2
0.7022,0.0127,22.77,66.68,2
0.7021,-0.0001,22.78,66.68,2
0.7072,0.0052,22.75,66.68,2
0.7218,0.0146,22.77,66.69,2
0.7544,0.0326,22.82,66.69,2
0.7397,-0.0146,22.76,66.69,2
0.73,-0.0097,22.77,66.7,2
0.7571,0.0271,22.72,66.7,2
0.753,-0.0041,22.81,66.7,2
0.7472,-0.0058,22.84,66.71,2
0.7699,0.0227,22.96,66.71,2
0.7451,-0.0248,22.96,66.71,2
0.7543,0.0092,23.02,66.72,2
0.7694,0.015,23.06,66.72,2
0.753,-0.0163,23.11,66.73,2
0.7355,-0.0175,23.12,66.73,2
0.7399,0.0044,23.13,66.73,2
0.7277,-0.0122,23.09,66.73,2
0.7227,-0.005,23.09,66.73,2
0.7077,-0.015,23.02,66.73,2
0.669,-0.0387,23.01,66.73,2
0.6924,0.0234,23.06,66.73,2
0.7167,0.0244,23.07,66.73,2
0.7311,0.0143,23.13,66.74,2
0.745,0.014,23.14,66.74,2
0.7063,-0.0387,23.25,66.74,2
0.721,0.0147,23.28,66.74,2
0.7297,0.0087,23.21,66.74,2
0.7356,0.0059,23.16,66.74,2
0.7245,-0.0111,23.11,66.74,2
0.7349,0.0104,23.11,66.75,2
0.7387,0.0038,23.12,66.75,2
0.742,0.0033,23.06,66.75,2
0.732,-0.0099,22.97,66.75,2
0.7323,0.0003,23.0,66.75,2
0.738,0.0057,22.97,66.76,2
0.7528,0.0149,23.02,66.76,2
0.7414,-0.0115,23.04,66.76,2
0.7212,-0.0202,22.92,66.76,2
0.7205,-0.0006,22.82,66.76,2
0.7177,-0.0028,22.83,66.76,2
0.7004,-0.0173,22.88,66.76,2
0.7106,0.0101,22.86,66.76,2
0.7138,0.0033,22.89,66.76,2
0.6845,-0.0293,22.81,66.76,2
0.6695,-0.015,22.74,66.76,2
0.671,0.0014,22.87,66.76,2
0.7044,0.0334,22.94,66.76,2
0.7472,0.0429,23.03,66.76,2
0.7542,0.007,23.04,66.76,2
0.7529,-0.0013,23.03,66.77,2
0.7242,-0.0287,23.04,66.77,2
0.7172,-0.007,23.04,66.77,2
0.7464,0.0292,23.09,66.77,2
0.7121,-0.0343,23.16,66.77,2
0.7171,0.005,23.15,66.77,2
0.7247,0.0076,23.17,66.77,2
0.7239,-0.0007,23.17,66.77,2
0.7419,0.018,23.12,66.77,2
0.7485,0.0065,23.12,66.78,2
0.672,-0.0765,23.13,66.77,2
0.6836,0.0117,23.06,66.77,2
0.6462,-0.0374,22.98,66.77,2
0.6514,0.0052,22.91,66.77,2
0.6412,-0.0103,22.8,66.76,2
0.635,-0.0061,22.77,66.76,2
0.6589,0.0239,22.82,66.76,2
0.6395,-0.0194,22.83,66.75,2
0.6677,0.0282,22.82,66.75,2
0.6641,-0.0036,22.87,66.75,2
0.6573,-0.0068,22.86,66.75,2
0.685,0.0277,22.88,66.75,2
0.7188,0.0338,22.98,66.75,2
0.7416,0.0228,23.03,66.75,2
0.7404,-0.0012,23.02,66.75,2
0.7711,0.0308,23.06,66.76,2
0.7486,-0.0225,23.07,66.76,2
0.7362,-0.0124,23.15,66.76,2
0.7342,-0.002,23.13,66.76,2
0.7679,0.0337,23.12,66.76,2
0.7817,0.0139,23.07,66.77,2
0.7348,-0.0469,23.16,66.77,2
0.7006,-0.0342,23.19,66.77,2
0.7193,0.0187,23.16,66.77,2
0.7211,0.0017,23.12,66.77,2
0.6928,-0.0282,23.1,66.77,2
0.7216,0.0288,23.04,66.77,2
0.7404,0.0189,22.97,66.77,2
0.7662,0.0257,22.93,66.78,2
0.7712,0.005,22.94,66.78,2
0.7715,0.0003,22.96,66.78,2
0.7508,-0.0207,23.02,66.78,2
0.7518,0.001,22.99,66.78,2
0.7419,-0.0099,23.05,66.79,2
0.68,-0.0619,23.07,66.78,2
0.7,0.02,23.03,66.78,2
0.6862,-0.0138,23.01,66.78,2
0.6488,-0.0374,22.88,66.78,2
0.6798,0.031,22.87,66.78,2
0.6516,-0.0281,22.94,66.77,2
0.6726,0.0209,22.94,66.77,2
0.6912,0.0186,22.89,66.77,2
0.6667,-0.0245,22.86,66.77,2
0.6815,0.0148,22.83,66.77,2
0.7032,0.0217,22.78,66.77,2
0.7047,0.0014,22.8,66.77,2
0.7113,0.0067,22.68,66.77,2
0.7306,0.0192,22.7,66.77,2
0.74,0.0094,22.71,66.77,2
0.7551,0.0151,22.74,66.77,2
0.7563,0.0012,22.76,66.78,2
0.7506,-0.0057,22.78,66.78,2
0.7719,0.0213,22.84,66.78,2
0.7531,-0.0188,22.78,66.78,2
0.7773,0.0242,22.81,66.79,2
0.7494,-0.0278,22.81,66.79,2
0.7566,0.0071,22.84,66.79,2
0.7708,0.0143,22.87,66.79,2
0.7421,-0.0287,22.83,66.79,2
0.7527,0.0106,22.83,66.8,2
0.713,-0.0397,22.9,66.8,2
0.6827,-0.0303,22.93,66.79,2
0.6467,-0.036,22.93,66.79,2
0.6479,0.0012,22.77,66.79,2
0.6716,0.0236,22.75,66.78,2
0.6146,-0.057,22.82,66.78,2
0.6463,0.0317,22.87,66.78,2
0.6961,0.0498,22.91,66.78,2
0.6956,-0.0005,22.95,66.77,2
0.6757,-0.02,22.94,66.77,2
0.6701,-0.0055,22.92,66.77,2
0.6519,-0.0182,22.99,66.77,2
0.649,-0.0029,22.96,66.77,2
0.6731,0.024,22.87,66.76,2
0.6841,0.011,22.91,66.76,2
0.6679,-0.0162,22.94,66.76,2
0.6732,0.0054,22.9,66.76,2
0.6982,0.025,22.89,66.76,2
0.6739,-0.0243,22.95,66.76,2
0.6944,0.0206,22.99,66.76,2
0.7184,0.024,23.02,66.76,2
0.6817,-0.0367,23.03,66.76,2
0.6728,-0.0089,23.01,66.76,2
0.6975,0.0247,23.02,66.76,2
0.7356,0.0381,23.06,66.76,2
0.7658,0.0303,23.05,66.76,2
0.7585,-0.0073,23.02,66.76,2
0.7784,0.0199,23.07,66.77,2
0.7974,0.019,23.01,66.77,2
0.8129,0.0155,23.07,66.78,2
0.767,-0.0459,23.08,66.78,2
0.7466,-0.0204,23.11,66.78,2
0.7532,0.0066,23.12,66.78,2
0.7693,0.0161,23.13,66.79,2
0.7756,0.0063,23.12,66.79,2
0.7654,-0.0103,23.2,66.79,2
0.7257,-0.0397,23.18,66.79,2
0.7544,0.0288,23.15,66.79,2
0.7575,0.0031,23.1,66.8,2
0.7723,0.0148,23.13,66.8,2
0.7762,0.0039,23.09,66.8,2
0.7075,-0.0687,23.08,66.8,2
0.7262,0.0188,23.12,66.8,2
0.7258,-0.0004,23.04,66.8,2
0.739,0.0132,23.01,66.8,2
0.7352,-0.0038,23.04,66.8,2
0.7442,0.009,23.07,66.8,2
0.7638,0.0196,23.08,66.81,2
0.7604,-0.0035,23.0,66.81,2
0.7582,-0.0021,23.02,66.81,2
0.7519,-0.0063,23.05,66.81,2
0.754,0.0021,23.1,66.81,2
0.7484,-0.0056,23.05,66.81,2
0.7504,0.002,23.06,66.81,2
0.721,-0.0294,23.03,66.81,2
0.7345,0.0135,23.07,66.82,2
0.7487,0.0142,23.03,66.82,2
0.7602,0.0115,23.06,66.82,2
0.7766,0.0164,23.02,66.82,2
0.7791,0.0025,23.05,66.82,2
0.7307,-0.0484,23.07,66.82,2
0.72,-0.0107,23.02,66.82,2
0.7395,0.0195,23.01,66.82,2
0.7578,0.0182,22.96,66.82,2
0.728,-0.0298,22.89,66.82,2
0.7302,0.0022,22.94,66.82,2
0.6845,-0.0457,22.86,66.82,2
0.709,0.0246,22.82,66.82,2
0.7221,0.0131,22.81,66.82,2
0.6919,-0.0302,22.79,66.82,2
0.709,0.0171,22.79,66.82,2
0.7219,0.0129,22.84,66.82,2
0.7251,0.0033,22.8,66.82,2
0.7454,0.0202,22.84,66.82,2
0.7502,0.0049,22.86,66.82,2
0.7604,0.0102,22.92,66.82,2
0.7611,0.0007,22.84,66.82,2
0.7353,-0.0258,22.81,66.82,2
0.7269,-0.0083,22.84,66.82,2
0.6928,-0.0341,22.8,66.82,2
0.7125,0.0197,22.87,66.82,2
0.7336,0.0211,22.84,66.82,2
0.7691,0.0355,22.84,66.82,2
0.7646,-0.0044,22.88,66.82,2
0.7566,-0.0081,22.86,66.83,2
0.7688,0.0123,22.87,66.83,2
0.755,-0.0138,22.9,66.83,2
0.739,-0.0161,22.93,66.83,2
0.7514,0.0124,22.94,66.83,2
0.7255,-0.0259,22.94,66.83,2
0.6892,-0.0363,22.96,66.83,2
0.6923,0.0031,22.94,66.83,2
0.6899,-0.0024,22.95,66.82,2
0.6979,0.0079,22.85,66.82,2
0.694,-0.0039,22.95,66.82,2
0.6991,0.0051,22.9,66.82,2
0.7088,0.0097,22.82,66.82,2
0.7328,0.024,22.79,66.82,2
0.7083,-0.0245,22.66,66.82,2
0.6656,-0.0426,22.75,66.81,2
0.6794,0.0137,22.73,66.81,2
0.6992,0.0199,22.72,66.81,2
0.7143,0.0151,22.73,66.81,2
0.7222,0.0078,22.77,66.81,2
0.7377,0.0155,22.8,66.81,2
0.7264,-0.0112,22.85,66.81,2
0.7103,-0.0161,22.98,66.81,2
0.716,0.0057,23.07,66.81,2
0.7237,0.0077,23.0,66.81,2
0.728,0.0043,23.02,66.81,2
0.7421,0.0141,23.07,66.81,2
0.7206,-0.0215,23.07,66.81,2
0.7471,0.0265,23.11,66.81,2
0.7676,0.0205,23.07,66.81,2
0.752,-0.0156,23.03,66.82,2
0.7655,0.0134,22.95,66.82,2
0.7327,-0.0327,23.0,66.82,2
0.7058,-0.027,22.96,66.82,2
0.7312,0.0255,23.0,66.82,2
0.6957,-0.0355,23.03,66.82,2
0.6936,-0.0021,22.99,66.81,2
0.7066,0.013,22.91,66.81,2
0.7178,0.0112,22.86,66.81,2
0.6841,-0.0336,22.87,66.81,2
0.7157,0.0316,22.91,66.81,2
0.7345,0.0188,22.92,66.81,2
0.7184,-0.0161,22.93,66.81,2
0.6688,-0.0496,22.88,66.81,2
0.6924,0.0237,22.85,66.81,2
0.6946,0.0021,22.77,66.8,2
0.7186,0.0241,22.81,66.8,2
0.6723,-0.0463,22.79,66.8,2
0.6919,0.0196,22.72,66.8,2
0.7077,0.0158,22.82,66.8,2
0.7109,0.0032,22.85,66.8,2
0.6747,-0.0362,22.85,66.8,2
0.7024,0.0277,22.83,66.8,2
0.6909,-0.0116,22.83,66.79,2
0.6679,-0.023,22.85,66.79,2
0.6792,0.0113,22.85,66.79,2
0.7055,0.0263,22.92,66.79,2
0.7115,0.006,22.86,66.79,2
0.7188,0.0073,22.82,66.79,2
0.7317,0.0129,22.91,66.79,2
0.7446,0.0129,22.98,66.79,2
0.7384,-0.0062,22.99,66.79,2
0.7547,0.0163,23.05,66.8,2
0.7505,-0.0042,23.04,66.8,2
0.7598,0.0093,22.99,66.8,2
0.7774,0.0176,22.99,66.8,2
0.7437,-0.0337,23.03,66.8,2
0.7497,0.006,23.12,66.8,2
0.7401,-0.0096,23.08,66.81,2
0.7692,0.0292,23.1,66.81,2
0.7693,0.0001,23.09,66.81,2
0.7244,-0.0449,23.09,66.81,2
0.7076,-0.0168,23.1,66.81,2
0.7098,0.0022,23.1,66.81,2
0.7367,0.0269,23.07,66.81,2
0.7135,-0.0232,23.1,66.81,2
0.719,0.0055,23.05,66.81,2
0.7372,0.0182,23.05,66.81,2
0.7518,0.0146,23.08,66.81,2
0.7291,-0.0226,23.09,66.81,2
0.7169,-0.0123,23.09,66.81,2
0.7075,-0.0094,23.12,66.81,2
0.7341,0.0266,23.16,66.81,2
0.7537,0.0196,23.23,66.81,2
0.7803,0.0266,23.21,66.81,2
0.7949,0.0146,23.17,66.82,2
0.7461,-0.0488,23.09,66.82,2
0.7608,0.0147,23.09,66.82,2
0.753,-0.0077,23.13,66.82,2
0.7314,-0.0216,23.13,66.82,2
0.7107,-0.0208,23.1,66.82,2
0.7171,0.0065,23.13,66.82,2
0.6983,-0.0188,23.07,66.82,2
0.7188,0.0205,23.06,66.82,2
0.6994,-0.0194,22.99,66.82,2
0.6865,-0.0128,23.08,66.81,2
0.7012,0.0147,23.04,66.81,2
0.7234,0.0222,23.03,66.81,2
0.736,0.0125,23.05,66.81,2
0.7315,-0.0045,23.1,66.81,2
0.7035,-0.028,23.11,66.81,2
0.6823,-0.0212,23.18,66.81,2
0.6969,0.0146,23.2,66.81,2
0.7192,0.0223,23.1,66.81,2
0.7361,0.017,23.11,66.81,2
0.7032,-0.0329,23.14,66.81,2
0.7033,0.0,23.09,66.81,2
0.7344,0.0311,22.99,66.81,2
0.7148,-0.0196,22.98,66.81,2
0.7176,0.0028,23.03,66.81,2
0.6764,-0.0412,22.95,66.81,2
0.6898,0.0134,22.91,66.8,2
0.6924,0.0026,22.85,66.8,2
0.7165,0.0241,22.83,66.8,2
0.7446,0.0281,22.9,66.8,2
0.7343,-0.0104,22.97,66.8,2
0.7369,0.0026,22.96,66.8,2
0.736,-0.0009,22.97,66.81,2
0.7246,-0.0114,22.94,66.81,2
0.7349,0.0103,22.92,66.81,2
0.7083,-0.0266,22.92,66.81,2
0.6648,-0.0434,22.87,66.8,2
0.6871,0.0223,22.85,66.8,2
0.6619,-0.0252,22.82,66.8,2
0.6842,0.0223,22.87,66.8,2
0.6734,-0.0108,22.87,66.79,2
0.7076,0.0341,22.9,66.79,2
0.7024,-0.0052,22.88,66.79,2
0.7157,0.0133,22.79,66.79,2
0.7291,0.0134,22.83,66.79,2
0.7244,-0.0047,22.89,66.79,2
0.7173,-0.0071,22.91,66.79,2
0.7354,0.018,22.91,66.79,2
0.7168,-0.0185,22.81,66.79,2
0.7101,-0.0068,22.85,66.79,2
0.6869,-0.0232,22.82,66.79,2
0.7067,0.0198,22.85,66.79,2
0.6949,-0.0118,22.81,66.79,2
0.7129,0.018,22.87,66.79,2
0.6947,-0.0182,22.8,66.79,2
0.7109,0.0162,22.78,66.79,2
0.7302,0.0193,22.73,66.79,2
0.7442,0.014,22.77,66.79,2
0.7231,-0.0211,22.85,66.79,2
0.6876,-0.0355,22.94,66.79,2
0.6955,0.0079,22.95,66.79,2
0.7118,0.0163,23.01,66.79,2
0.7204,0.0086,23.1,66.79,2
0.739,0.0186,23.18,66.79,2
0.7517,0.0127,23.13,66.79,2
0.7338,-0.0179,23.06,66.79,2
0.7292,-0.0046,23.05,66.79,2
0.7211,-0.008,23.05,66.79,2
0.6915,-0.0296,23.1,66.79,2
0.7107,0.0191,23.16,66.79,2
0.7269,0.0162,23.06,66.79,2
0.7115,-0.0154,23.07,66.79,2
0.7272,0.0158,23.06,66.79,2
0.741,0.0138,23.07,66.79,2
0.6964,-0.0446,23.01,66.79,2
0.6519,-0.0445,22.96,66.79,2
0.6496,-0.0023,23.04,66.79,2
0.6709,0.0213,23.01,66.78,2
0.6977,0.0268,23.07,66.78,2
0.7411,0.0433,23.03,66.79,2
0.7321,-0.0089,23.09,66.79,2
0.718,-0.0142,23.08,66.79,2
0.7012,-0.0167,23.05,66.79,2
0.7225,0.0213,23.11,66.79,2
0.699,-0.0235,23.08,66.79,2
0.6923,-0.0067,23.05,66.78,2
0.7262,0.034,23.07,66.78,2
0.7253,-0.0009,23.1,66.79,2
0.722,-0.0033,23.1,66.79,2
0.6833,-0.0387,23.09,66.78,2
0.6593,-0.024,23.03,66.78,2
0.6499,-0.0093,23.02,66.78,2
0.6277,-0.0223,23.03,66.77,2
0.6398,0.0121,23.03,66.77,2
0.6793,0.0395,22.94,66.77,2
0.6937,0.0145,22.89,66.77,2
0.7163,0.0226,22.88,66.77,2
0.7041,-0.0123,22.88,66.77,2
0.7191,0.0151,22.91,66.77,2
0.7514,0.0323,22.94,66.77,2
0.718,-0.0334,22.97,66.77,2
0.6839,-0.0341,22.87,66.77,2
0.6723,-0.0116,22.94,66.77,2
0.6509,-0.0213,22.89,66.77,2
0.6423,-0.0086,22.88,66.76,2
0.5978,-0.0445,22.84,66.76,2
0.5919,-0.0059,22.83,66.75,2
0.5981,0.0062,22.73,66.75,2
0.6431,0.0449,22.77,66.74,2
0.6765,0.0334,22.91,66.74,2
0.7239,0.0474,22.87,66.74,2
0.7225,-0.0014,22.91,66.75,2
0.7371,0.0146,22.89,66.75,2
0.7442,0.0072,22.9,66.75,2
0.7491,0.0049,22.98,66.75,2
0.7289,-0.0202,22.98,66.75,2
0.7347,0.0058,22.96,66.76,2
0.6797,-0.055,22.96,66.75,2
0.6448,-0.0349,22.97,66.75,2
0.653,0.0082,22.96,66.75,2
0.6936,0.0407,23.01,66.75,2
0.7086,0.015,22.98,66.75,2
0.6973,-0.0114,22.99,66.75,2
0.6993,0.0021,23.01,66.75,2
0.6404,-0.0589,22.94,66.75,2
0.6497,0.0092,22.97,66.74,2
0.6532,0.0035,23.0,66.74,2
0.6346,-0.0186,23.02,66.74,2
0.5958,-0.0388,22.99,66.73,2
0.6343,0.0385,23.07,66.73,2
0.6103,-0.024,23.08,66.73,2
0.6239,0.0136,23.08,66.72,2
0.66,0.0361,23.06,66.72,2
0.6493,-0.0108,23.0,66.72,2
0.6502,0.0009,23.04,66.72,2
0.6758,0.0256,23.03,66.72,2
0.6833,0.0075,23.0,66.72,2
0.6838,0.0005,22.9,66.72,2
0.6593,-0.0245,22.93,66.72,2
0.6691,0.0098,22.86,66.71,2
