OCI,delta_OCI,temp_indoor,humi_indoor,ac_mode_class
0.34,0.01,33.09,74.27,1
0.0,-0.0,24.65,77.51,0
0.51,-0.02,24.44,52.68,1
0.0,-0.0,32.28,74.61,0
0.71,0.01,22.34,54.8,1
0.0,0.0,26.91,59.53,0
0.62,0.0,22.16,71.18,2
0.57,0.01,32.87,48.27,2
0.0,-0.0,22.06,76.48,0
0.0,0.0,20.69,53.87,0
0.81,0.0,32.72,75.13,2
0.77,0.01,22.72,58.89,1
0.67,0.02,25.12,63.0,1
0.87,0.02,27.24,52.15,2
0.0,0.0,23.61,79.18,0
0.54,0.01,28.56,46.88,1
0.0,0.0,33.56,56.73,0
0.67,-0.03,23.75,67.39,1
0.27,-0.0,26.05,46.44,0
0.0,-0.0,30.34,55.03,0
0.0,0.0,33.34,58.12,0
0.0,0.0,29.57,65.32,0
0.0,0.0,20.09,58.62,0
0.93,0.01,29.0,48.31,2
0.56,-0.01,29.58,74.89,2
0.58,-0.01,31.9,63.29,2
0.29,-0.02,31.01,46.14,0
0.0,-0.0,26.98,64.94,0
0.76,0.02,27.56,54.47,2
0.57,0.02,27.18,73.62,2
0.35,-0.01,25.1,68.86,1
0.82,0.01,32.16,53.53,2
0.38,0.0,31.03,77.31,1
0.29,0.01,24.45,70.28,0
0.36,-0.0,33.06,50.52,1
0.0,0.0,32.43,57.02,0
0.0,0.0,34.61,72.71,0
0.0,0.0,27.44,64.23,0
0.34,0.02,26.77,57.98,1
0.0,0.0,20.43,45.49,0
0.39,-0.02,32.0,78.89,1
0.75,0.0,21.14,46.67,1
0.0,-0.0,28.28,57.65,0
0.44,-0.03,26.67,73.02,1
0.86,0.01,34.79,46.09,2
0.0,0.0,25.07,51.14,0
0.0,0.0,28.67,69.62,0
0.0,-0.0,31.71,73.53,0
0.0,0.0,25.07,71.92,0
0.5,-0.02,27.52,49.75,1
0.71,0.02,24.71,74.39,2
0.58,0.0,21.68,73.99,2
0.69,0.02,26.28,50.56,2
0.64,-0.01,29.72,47.07,2
0.0,0.0,31.8,46.85,0
0.4,-0.03,33.99,58.32,1
0.46,-0.02,22.42,60.97,1
0.68,0.0,21.95,47.41,1
0.58,-0.05,25.65,58.26,1
0.0,0.0,32.63,69.54,0
0.0,-0.0,24.08,71.84,0
0.0,-0.0,28.32,64.33,0
0.49,0.05,25.12,73.99,1
0.51,-0.02,20.99,69.73,1
0.64,-0.0,26.67,78.97,2
0.0,0.0,23.11,71.54,0
0.59,-0.04,32.11,73.29,2
0.46,-0.02,34.84,57.01,1
0.0,-0.0,31.37,50.21,0
0.0,0.0,26.8,50.46,0
0.0,-0.0,23.69,55.87,0
0.77,-0.03,23.3,63.75,1
0.0,0.0,34.76,49.47,0
0.43,-0.03,30.84,48.41,1
0.63,-0.01,32.75,52.92,2
0.38,0.0,26.17,78.86,1
0.8,0.01,35.02,63.52,2
0.65,-0.01,24.04,63.61,1
0.0,0.0,22.63,73.83,0
0.35,-0.06,20.13,51.03,1
0.0,0.0,23.36,65.81,0
0.0,-0.0,33.89,79.19,0
0.0,-0.0,32.54,46.05,0
0.31,0.02,29.12,64.16,1
0.38,0.02,34.91,79.29,1
0.0,-0.0,32.53,65.46,0
0.0,-0.0,23.57,55.51,0
0.46,-0.01,30.26,66.8,1
0.0,0.0,28.15,72.88,0
0.0,0.0,31.15,67.43,0
0.42,-0.02,35.84,51.76,1
0.44,0.04,33.48,45.19,1
0.0,-0.0,21.06,79.06,0
0.6,0.0,33.83,49.35,2
0.68,0.01,24.86,53.89,1
0.0,0.0,32.69,50.02,0
0.65,-0.02,26.38,55.24,2
0.4,-0.03,30.08,74.8,1
0.4,0.02,34.43,48.39,1
0.35,-0.02,34.3,56.11,1
0.43,0.02,31.37,56.36,1
0.0,-0.0,25.99,52.69,0
0.61,0.0,22.77,46.21,1
0.0,-0.0,33.19,46.33,0
0.0,-0.0,22.42,54.37,0
0.0,-0.0,34.3,78.54,0
0.26,-0.0,33.02,56.14,0
0.59,0.01,20.3,59.5,1
0.0,0.0,35.5,73.61,0
0.47,-0.0,34.73,61.02,1
0.0,-0.0,25.12,51.56,0
0.45,-0.03,31.09,66.16,1
0.0,0.0,20.83,67.19,0
0.48,-0.05,28.97,61.55,1
0.49,-0.01,23.68,51.25,1
0.75,0.01,31.95,62.15,2
0.0,-0.0,29.29,60.08,0
0.0,0.0,24.1,63.31,0
0.0,0.0,35.04,51.46,0
0.7,-0.01,29.66,51.71,2
0.5,-0.01,31.96,74.5,1
0.0,0.0,34.95,45.53,0
0.88,-0.0,27.48,76.39,2
0.73,0.0,20.53,52.31,1
0.31,-0.03,22.03,58.86,1
0.31,0.0,20.77,65.08,1
0.0,0.0,31.45,66.73,0
0.0,0.0,35.79,69.08,0
0.71,0.01,21.58,64.35,1
0.6,0.01,24.86,72.0,2
0.42,-0.04,22.04,48.47,1
0.0,0.0,32.08,54.63,0
0.0,-0.0,20.76,55.57,0
0.8,0.03,29.17,50.83,2
0.36,0.02,23.32,64.62,1
0.85,-0.02,26.53,66.48,2
0.98,-0.02,30.82,58.64,2
0.47,-0.01,27.74,61.58,1
0.0,0.0,22.54,73.47,0
0.0,-0.0,21.23,74.07,0
0.7,-0.01,32.26,64.73,2
0.39,-0.03,21.59,71.48,1
0.0,-0.0,30.21,54.85,0
0.0,0.0,24.39,65.22,0
0.8,0.0,20.39,74.18,2
0.0,-0.0,20.67,73.78,0
0.0,-0.0,33.69,56.63,0
0.37,0.01,33.79,70.34,1
0.73,0.0,32.4,66.9,2
0.73,-0.01,34.37,69.68,2
0.0,0.0,29.5,59.97,0
0.53,0.01,26.86,67.95,1
0.0,0.0,30.98,56.5,0
0.0,0.0,29.97,69.64,0
0.85,0.0,35.62,65.4,2
0.54,0.02,20.93,59.08,1
0.69,-0.01,22.1,75.97,2
0.47,-0.02,21.48,56.51,1
0.37,0.01,28.33,74.58,1
0.0,0.0,20.98,59.0,0
0.47,0.0,35.81,79.58,1
0.0,0.0,28.04,64.3,0
0.0,-0.0,25.3,76.61,0
0.72,-0.03,25.94,49.34,1
0.42,0.0,33.85,72.07,1
0.77,-0.02,22.92,72.54,2
0.29,0.0,21.11,47.06,0
0.38,-0.0,35.74,74.85,1
0.32,-0.02,34.02,49.57,1
0.49,-0.01,32.09,53.23,1
0.32,0.03,28.86,57.95,1
0.0,0.0,31.52,48.83,0
0.43,0.0,21.01,53.86,1
0.0,-0.0,28.51,71.1,0
0.0,-0.0,33.01,62.41,0
0.49,-0.02,32.26,73.33,1
0.0,0.0,27.65,51.6,0
0.83,0.0,22.81,75.69,2
0.69,0.02,26.49,52.98,2
0.5,-0.01,35.28,75.34,1
0.33,-0.0,33.21,64.72,1
0.0,-0.0,27.49,57.9,0
0.73,0.01,24.78,69.81,1
0.34,0.01,31.14,79.26,1
0.83,-0.03,24.37,68.88,1
0.49,0.0,26.9,79.16,1
0.73,0.0,23.53,74.32,2
0.0,0.0,28.21,47.77,0
0.47,0.0,29.24,75.02,1
0.8,-0.0,23.53,59.56,1
0.0,-0.0,33.15,56.44,0
0.0,-0.0,29.0,56.04,0
0.4,-0.01,34.37,78.94,1
0.54,0.02,26.28,74.27,1
0.67,0.01,30.49,52.51,2
0.53,0.01,33.78,48.17,1
0.0,0.0,27.48,45.77,0
0.54,0.0,30.29,55.94,1
0.7,-0.02,31.53,51.75,2
0.0,0.0,29.67,53.62,0
0.51,0.02,25.79,69.01,1
0.73,0.01,35.16,64.69,2
0.6,0.01,30.53,52.57,2
0.5,-0.01,22.58,49.32,1
0.73,0.03,23.91,64.01,1
0.32,0.0,25.23,52.01,1
0.0,0.0,34.94,66.66,0
0.52,-0.01,26.67,62.98,1
0.75,-0.0,27.0,74.94,2
0.76,0.01,30.17,77.04,2
0.71,-0.03,25.63,67.25,1
0.41,0.0,28.88,60.59,1
0.4,0.02,22.81,54.32,1
0.41,-0.01,30.22,50.57,1
0.39,-0.01,28.57,50.25,1
0.6,0.0,27.22,71.99,2
0.76,-0.0,28.3,79.74,2
0.84,-0.0,22.58,51.39,1
0.0,-0.0,27.26,79.69,0
0.25,-0.02,30.29,51.92,0
0.0,-0.0,21.77,48.78,0
0.41,0.03,21.26,58.88,1
0.0,-0.0,23.54,79.71,0
0.38,-0.03,33.94,74.02,1
0.54,-0.01,22.5,58.47,1
0.0,0.0,35.05,67.75,0
0.55,-0.04,22.03,46.13,1
0.0,0.0,32.72,45.62,0
0.0,0.0,23.59,49.66,0
0.79,-0.01,29.96,79.43,2
0.48,-0.01,20.92,62.03,1
0.0,0.0,35.83,56.28,0
0.51,-0.01,25.91,59.06,1
0.51,-0.04,26.78,75.9,1
0.0,0.0,25.0,77.54,0
0.54,-0.02,25.25,55.84,1
0.0,-0.0,33.26,75.07,0
0.0,-0.0,31.96,57.13,0
0.4,0.03,22.4,57.43,1
0.44,-0.01,35.52,64.97,1
0.4,0.02,23.32,47.76,1
0.73,0.01,31.04,78.1,2
0.81,-0.02,35.8,62.55,2
0.33,0.05,34.97,61.17,1
0.0,0.0,35.48,54.8,0
0.58,0.02,31.5,54.49,2
0.0,0.0,21.93,72.33,0
0.43,0.01,20.43,66.14,1
0.0,-0.0,25.27,63.99,0
0.0,0.0,23.74,73.63,0
0.93,-0.0,29.14,54.54,2
0.93,-0.01,31.26,59.12,2
0.39,-0.02,27.26,53.75,1
0.32,0.01,27.27,70.54,1
0.0,-0.0,28.76,62.37,0
0.0,-0.0,29.37,63.36,0
0.0,-0.0,31.13,59.65,0
0.54,0.03,24.56,49.64,1
0.67,-0.04,31.81,75.56,2
0.9,-0.01,34.14,74.64,2
0.0,0.0,26.9,51.4,0
0.43,-0.01,35.2,56.65,1
0.59,0.03,29.58,50.45,2
0.45,0.01,35.02,67.35,1
0.58,-0.01,29.09,48.81,2
0.46,-0.01,33.19,74.19,1
0.0,0.0,25.61,53.16,0
0.4,-0.0,22.8,46.47,1
0.8,0.02,30.34,50.96,2
0.0,-0.0,26.32,64.5,0
0.0,-0.0,26.33,68.9,0
0.0,-0.0,25.71,63.98,0
0.0,0.0,27.37,74.83,0
0.66,0.04,20.17,79.22,2
0.7,-0.01,26.29,58.19,2
0.49,-0.01,20.24,58.72,1
0.0,-0.0,26.24,49.28,0
0.42,0.01,24.64,59.75,1
0.52,0.05,24.67,61.15,1
0.0,0.0,25.26,63.48,0
0.44,0.02,23.72,73.79,1
0.57,0.01,34.06,69.02,2
0.43,0.01,29.26,51.66,1
0.54,0.0,35.36,45.04,1
0.0,-0.0,27.55,78.34,0
0.55,0.01,35.75,66.74,2
0.52,0.02,20.44,76.2,1
0.53,-0.04,29.53,57.26,1
0.92,-0.01,33.02,67.88,2
0.73,-0.0,28.96,63.93,2
0.0,0.0,21.11,75.24,0
0.0,0.0,23.17,66.51,0
0.34,-0.01,32.16,59.33,1
0.0,-0.0,35.52,72.19,0
0.4,0.02,22.87,73.1,1
0.43,-0.02,34.78,56.7,1
0.36,-0.05,25.75,48.16,1
0.31,0.06,35.41,52.37,1
0.53,-0.02,29.87,77.21,1
0.29,-0.02,23.93,79.32,0
0.53,0.04,35.29,53.66,1
0.55,0.03,30.57,48.66,1
0.39,0.03,31.14,52.81,1
0.53,0.0,34.52,56.95,1
0.93,0.02,26.62,48.39,2
0.0,0.0,30.17,73.1,0
0.0,-0.0,24.36,70.69,0
0.0,0.0,21.15,50.92,0
0.0,0.0,20.3,50.09,0
0.0,0.0,21.11,62.65,0
0.52,-0.01,27.6,51.56,1
0.0,-0.0,20.79,65.3,0
0.0,-0.0,26.35,67.1,0
0.71,-0.02,35.38,48.13,2
0.0,-0.0,23.07,51.76,0
0.59,-0.01,31.49,51.21,2
0.0,0.0,28.83,57.28,0
0.0,0.0,26.52,73.5,0
0.69,0.02,22.35,57.42,1
0.55,0.01,30.96,68.15,1
0.58,0.03,32.6,46.11,2
0.54,0.03,23.46,78.17,1
0.93,0.02,23.18,78.82,2
0.0,-0.0,22.15,56.37,0
0.0,0.0,24.56,78.69,0
0.84,-0.0,27.57,62.34,2
0.65,-0.02,32.14,79.66,2
0.65,0.04,29.71,57.39,2
0.34,-0.01,32.98,46.22,1
0.57,-0.01,28.14,77.88,2
0.63,0.0,34.78,73.09,2
0.0,-0.0,22.84,76.91,0
0.77,0.01,22.97,64.39,1
0.42,0.0,29.36,65.6,1
0.23,0.01,30.03,61.38,0
0.7,-0.06,32.85,75.97,2
0.67,-0.03,21.93,74.53,2
0.0,-0.0,29.13,51.3,0
0.63,-0.02,28.52,64.24,2
0.47,0.02,29.81,68.95,1
0.58,0.03,21.06,54.77,1
0.0,0.01,31.63,66.24,0
0.68,-0.01,23.2,50.62,1
0.45,-0.02,21.27,47.75,1
0.0,0.0,23.26,47.62,0
0.61,-0.0,32.77,77.03,2
0.0,0.0,21.0,76.74,0
0.0,0.0,25.88,77.19,0
0.42,-0.02,31.81,70.77,1
0.78,-0.02,21.43,51.76,1
0.38,0.01,31.08,65.82,1
0.4,-0.0,34.47,55.05,1
0.49,-0.0,27.33,76.93,1
0.0,0.0,26.12,54.47,0
0.0,0.0,32.62,73.79,0
0.66,-0.02,33.35,62.99,2
0.68,-0.0,28.28,69.56,2
0.8,0.01,21.29,72.81,2
0.72,-0.01,22.33,68.79,1
0.0,-0.0,33.96,71.55,0
0.5,0.04,20.53,52.79,1
0.0,-0.0,31.07,79.31,0
0.24,0.01,35.75,65.62,0
0.45,0.01,23.78,56.68,1
0.52,0.02,25.65,54.55,1
0.25,0.02,31.26,45.55,0
0.0,-0.0,27.88,59.27,0
0.0,0.0,21.68,53.75,0
0.43,-0.0,20.63,51.97,1
0.36,0.01,33.71,78.79,1
0.0,0.0,35.7,55.91,0
0.0,-0.0,26.41,77.65,0
0.86,0.02,34.77,63.11,2
0.0,-0.0,31.81,64.25,0
0.65,-0.01,28.78,60.24,2
0.93,0.04,27.02,79.25,2
0.0,0.0,30.8,49.05,0
0.0,0.0,26.87,68.53,0
0.55,0.02,24.17,78.46,2
0.45,0.0,26.1,45.97,1
0.54,0.02,35.82,57.07,1
0.59,-0.03,20.28,45.11,1
0.57,-0.04,35.56,54.85,2
0.91,0.01,33.08,49.13,2
0.74,0.0,31.43,49.11,2
0.36,-0.01,24.52,50.09,1
0.0,-0.0,26.24,46.69,0
0.43,-0.02,26.92,61.98,1
0.34,-0.0,23.02,66.44,1
0.41,0.01,22.3,48.6,1
0.4,-0.0,31.16,46.36,1
0.0,-0.0,30.83,67.57,0
0.28,0.01,35.65,49.35,0
0.0,0.0,20.24,48.26,0
0.41,0.03,22.08,60.13,1
0.0,-0.0,27.65,62.54,0
0.0,-0.0,27.07,72.32,0
0.0,0.0,32.3,47.67,0
0.55,0.03,34.76,61.38,1
0.5,0.03,33.12,54.15,1
0.28,0.01,24.95,71.73,0
0.75,0.0,20.17,74.35,2
0.3,-0.02,32.1,45.36,1
0.0,-0.0,22.24,53.95,0
0.49,0.02,34.7,52.25,1
0.0,-0.0,23.18,77.05,0
0.89,0.01,33.54,54.02,2
0.0,-0.0,26.13,62.64,0
0.82,0.02,22.32,64.83,1
0.0,0.0,22.79,57.82,0
0.4,-0.01,33.21,71.66,1
0.52,0.0,33.75,53.57,1
0.81,0.05,30.72,79.47,2
0.0,0.0,31.24,54.61,0
0.55,0.03,28.12,62.97,1
0.7,-0.03,28.65,63.48,2
0.35,0.02,28.13,70.79,1
0.57,-0.01,31.02,61.64,2
0.86,0.01,25.97,60.93,1
0.33,0.01,33.91,54.74,1
0.32,-0.02,24.37,56.64,1
0.4,0.02,35.46,69.75,1
0.71,0.01,25.7,61.21,1
0.0,0.0,26.12,46.6,0
0.0,-0.0,22.9,55.69,0
0.59,-0.0,24.52,63.77,1
0.66,-0.01,22.92,73.31,2
0.43,0.02,29.56,59.69,1
0.41,-0.01,29.3,57.27,1
0.0,0.0,26.94,74.96,0
0.0,-0.0,31.0,62.57,0
0.26,-0.01,34.58,78.99,0
0.43,-0.02,32.33,59.21,1
0.37,-0.02,31.63,61.22,1
0.0,0.0,24.05,65.17,0
0.93,0.02,24.46,52.02,1
0.9,-0.03,32.74,63.65,2
0.57,0.03,27.89,70.83,2
0.45,-0.01,23.04,71.68,1
0.0,0.0,20.71,57.26,0
0.55,-0.0,20.59,48.7,1
0.54,-0.03,26.2,62.74,1
0.0,-0.0,27.92,67.1,0
0.75,-0.02,20.49,69.9,1
0.55,-0.0,22.48,55.68,1
0.65,0.0,27.77,61.2,2
0.86,-0.03,28.5,73.65,2
0.41,0.01,27.16,66.45,1
0.46,0.0,33.34,78.92,1
0.66,0.01,24.48,76.85,2
0.4,0.0,34.89,67.89,1
0.0,-0.0,28.53,46.41,0
0.0,-0.0,25.75,52.09,0
0.39,-0.01,31.88,46.59,1
0.99,-0.01,31.15,52.49,2
0.82,0.01,35.71,71.14,2
0.0,-0.0,23.1,60.8,0
0.32,0.01,20.8,49.85,1
0.54,0.03,31.87,51.84,1
0.48,-0.01,22.25,78.62,1
0.68,-0.0,32.72,65.55,2
0.52,-0.01,31.91,45.2,1
0.47,-0.01,32.03,64.24,1
0.32,0.02,32.81,68.34,1
0.0,0.0,35.0,51.07,0
0.0,-0.0,25.77,54.28,0
0.82,-0.0,31.52,71.08,2
0.7,0.01,25.44,66.15,1
0.41,-0.01,28.07,79.14,1
0.49,0.03,25.63,58.1,1
0.42,-0.01,25.45,64.49,1
0.56,-0.02,28.6,79.8,2
0.42,-0.04,24.54,50.52,1
0.73,-0.03,21.01,74.3,2
0.0,-0.0,25.59,66.34,0
0.55,0.02,31.05,66.14,2
0.0,0.0,29.94,67.96,0
0.71,0.03,33.39,66.16,2
0.38,-0.02,22.43,52.16,1
0.0,0.0,33.04,54.75,0
0.67,0.02,28.03,70.71,2
0.27,-0.0,25.1,70.5,0
0.51,0.0,23.55,52.66,1
0.0,0.0,33.02,59.68,0
0.88,0.01,31.86,68.58,2
0.53,0.01,30.01,70.98,1
0.72,-0.01,25.45,63.51,1
0.3,0.01,22.98,59.21,1
0.58,0.01,32.01,55.66,2
0.47,0.0,24.07,63.63,1
0.37,-0.01,31.2,56.58,1
0.78,0.01,30.87,54.6,2
0.5,-0.01,27.36,46.07,1
0.0,0.0,31.47,50.05,0
0.0,-0.0,31.34,62.37,0
0.58,-0.02,27.64,62.82,2
0.31,-0.01,35.7,45.71,1
0.62,-0.02,27.82,49.0,2
0.0,0.0,35.2,54.03,0
0.0,0.0,30.26,54.15,0
0.0,0.0,34.17,49.95,0
0.37,-0.03,25.73,54.58,1
0.54,-0.0,25.44,57.96,1
0.43,-0.0,28.26,61.69,1
0.51,0.01,23.26,57.49,1
0.61,-0.0,28.58,60.69,2
0.0,-0.0,22.23,48.3,0
0.37,0.01,21.42,56.55,1
0.56,0.03,21.61,55.64,1
0.54,0.03,31.02,69.09,1
0.48,0.03,35.01,71.99,1
0.53,-0.04,30.63,67.28,1
0.55,0.02,21.23,53.64,1
0.0,0.0,23.03,50.6,0
0.56,-0.04,20.98,47.06,1
0.5,-0.02,23.87,56.28,1
0.0,0.0,22.47,74.43,0
0.34,0.0,29.7,56.32,1
0.83,0.01,20.24,59.9,1
0.52,-0.02,25.71,72.96,1
0.0,0.0,22.36,74.96,0
0.32,-0.01,34.18,55.06,1
0.0,0.0,25.96,72.79,0
0.0,0.0,31.63,63.48,0
0.0,0.0,26.21,78.65,0
0.0,-0.0,21.66,75.52,0
0.0,0.0,33.89,72.97,0
0.0,-0.0,24.03,72.24,0
0.38,0.02,31.24,50.63,1
0.0,0.0,34.65,65.19,0
0.0,-0.0,32.09,62.03,0
0.71,0.0,29.88,57.13,2
0.39,-0.05,20.39,68.82,1
0.39,0.02,28.02,48.47,1
0.0,-0.0,31.47,59.57,0
0.0,0.0,32.65,62.29,0
0.0,0.0,20.24,75.37,0
0.0,0.01,32.88,65.58,0
0.0,-0.0,24.89,66.28,0
0.0,-0.0,23.34,66.57,0
0.0,0.0,29.84,57.92,0
0.0,-0.0,34.71,75.21,0
0.39,0.04,30.8,62.57,1
0.0,-0.0,30.21,54.4,0
0.32,-0.02,32.82,69.56,1
0.42,-0.03,24.01,65.42,1
0.58,-0.04,22.07,74.58,2
0.0,-0.0,22.74,73.27,0
0.83,-0.02,27.38,64.26,2
0.31,-0.0,26.63,61.44,1
0.0,0.0,26.48,55.37,0
0.64,0.0,31.74,66.46,2
0.77,-0.0,29.91,53.69,2
0.0,-0.0,35.04,72.94,0
0.0,-0.0,22.25,56.55,0
0.4,-0.0,23.04,57.91,1
0.6,-0.01,24.36,68.78,1
0.0,-0.0,29.11,48.09,0
0.0,0.0,22.94,55.67,0
0.36,-0.02,23.76,77.58,1
0.51,-0.02,23.99,79.24,1
0.53,0.0,22.24,53.75,1
0.3,0.01,29.1,48.51,1
0.42,-0.02,24.57,51.28,1
0.45,-0.0,25.85,71.07,1
0.0,-0.0,27.55,59.94,0
0.0,-0.0,29.02,67.79,0
0.98,0.01,31.52,65.61,2
0.72,0.04,25.6,78.8,2
0.49,0.01,26.69,54.82,1
0.32,-0.01,23.06,63.96,1
0.0,-0.0,24.66,48.82,0
0.36,0.06,20.32,52.43,1
0.54,0.0,30.63,61.0,1
0.0,-0.0,22.69,55.86,0
0.0,-0.0,28.5,61.52,0
0.55,0.02,33.81,51.15,2
0.0,0.0,23.15,57.35,0
0.0,-0.0,24.83,77.2,0
0.0,-0.0,33.65,59.8,0
0.0,0.0,27.12,74.32,0
0.0,0.0,21.27,53.01,0
0.92,-0.01,22.91,65.33,1
0.56,-0.01,28.01,78.22,2
0.8,-0.0,23.37,49.19,1
0.59,0.0,34.81,49.85,2
0.32,-0.02,22.96,67.51,1
0.0,0.0,22.42,53.61,0
0.37,0.0,34.83,57.46,1
0.42,0.0,20.13,50.47,1
0.61,0.01,28.95,61.72,2
0.32,0.02,34.65,58.65,1
0.0,-0.0,21.5,73.48,0
0.0,-0.0,31.35,70.34,0
0.37,-0.0,29.03,60.67,1
0.41,-0.01,30.97,50.22,1
0.28,0.04,34.87,50.49,0
0.36,0.0,29.89,71.92,1
0.44,-0.03,35.23,53.59,1
0.47,-0.03,32.49,53.46,1
0.0,-0.0,31.38,72.53,0
0.0,-0.0,33.12,71.93,0
0.0,-0.0,31.99,49.11,0
0.0,0.0,22.69,56.92,0
0.0,0.0,35.01,71.46,0
0.0,0.0,27.73,45.74,0
0.0,-0.0,26.71,67.34,0
0.0,0.0,24.16,47.05,0
0.76,0.02,23.37,70.58,2
0.0,0.01,26.3,76.12,0
0.49,-0.01,29.75,72.66,1
0.43,-0.02,34.54,63.91,1
0.52,0.02,20.42,66.65,1
0.0,0.0,27.03,57.31,0
0.36,-0.02,26.1,76.96,1
0.42,-0.01,29.37,65.48,1
0.63,0.02,26.92,64.97,2
0.75,-0.0,34.88,75.7,2
0.0,-0.0,25.41,77.44,0
0.0,0.0,32.61,73.07,0
0.83,-0.02,24.51,69.75,1
0.65,0.04,25.64,50.07,1
0.41,0.0,28.51,70.17,1
0.34,0.01,31.66,56.1,1
0.0,0.0,21.68,78.38,0
0.67,-0.02,29.35,45.07,2
0.0,-0.0,23.36,72.25,0
0.0,0.01,21.44,68.28,0
0.52,0.0,27.27,54.31,1
0.49,-0.05,22.96,60.06,1
0.0,-0.0,22.71,51.38,0
0.0,0.0,25.07,62.75,0
0.36,-0.0,23.6,79.32,1
0.0,0.0,20.68,60.06,0
0.4,-0.03,20.67,52.19,1
0.0,0.0,22.22,72.61,0
0.33,-0.01,22.86,51.27,1
0.52,-0.02,25.61,49.35,1
0.0,0.0,21.59,67.96,0
0.0,-0.0,27.35,49.01,0
0.0,-0.0,35.98,57.09,0
0.0,-0.0,31.44,76.32,0
0.92,-0.04,22.24,64.12,1
0.0,0.0,32.33,45.6,0
0.54,0.02,34.85,55.94,1
0.0,-0.0,32.54,53.17,0
0.75,0.01,25.91,78.72,2
0.81,0.01,30.95,77.46,2
0.46,0.02,33.27,52.16,1
0.55,0.01,22.41,68.35,1
0.45,0.01,29.98,53.54,1
0.0,0.0,24.08,47.01,0
0.61,0.01,32.89,74.77,2
0.52,0.0,27.8,55.69,1
0.49,0.01,34.14,55.17,1
0.0,-0.0,25.15,66.14,0
0.67,-0.0,28.23,70.48,2
0.39,0.04,21.13,55.96,1
0.0,-0.0,21.86,77.61,0
0.0,-0.0,23.88,56.29,0
0.73,0.03,34.73,67.03,2
0.32,-0.01,26.34,77.29,1
0.61,-0.0,23.25,45.1,1
0.0,0.0,35.69,76.85,0
0.9,0.0,23.42,56.27,1
0.0,0.0,27.69,57.47,0
0.0,-0.0,33.16,77.07,0
0.0,0.0,22.87,48.61,0
0.7,0.02,34.06,73.71,2
0.71,-0.0,32.68,56.74,2
0.45,0.02,34.74,76.22,1
0.26,0.05,28.75,66.54,0
0.94,0.02,27.96,51.1,2
0.52,-0.0,32.21,78.31,1
0.65,-0.03,31.77,70.11,2
0.47,-0.0,24.68,50.78,1
0.37,0.02,33.8,52.23,1
0.37,0.01,26.18,79.93,1
0.0,0.0,25.28,70.35,0
0.59,0.03,34.53,67.42,2
0.31,-0.0,24.82,75.1,1
0.0,-0.01,23.44,69.25,0
0.63,-0.02,34.41,79.99,2
0.46,-0.02,29.2,60.89,1
0.44,0.05,29.27,51.55,1
0.68,-0.01,33.12,68.07,2
0.48,0.0,25.18,60.76,1
0.0,-0.0,34.56,69.83,0
0.93,0.01,21.08,70.41,2
0.29,0.01,25.57,62.45,0
