OCI,delta_OCI,temp_indoor,humi_indoor,ac_mode_class
0.4637,0.007,24.08,67.0,2
0.7561,0.0287,22.79,66.69,2
0.7146,0.0265,23.15,66.82,2
0.6941,0.0345,22.73,66.74,2
0.2096,0.0642,28.25,68.65,0
0.1154,-0.072,28.71,68.77,0
0.8045,0.0124,22.88,66.82,2
0.6358,-0.0413,22.79,66.62,2
0.385,0.0052,27.3,68.59,1
0.4625,0.0011,26.28,68.48,2
0.1836,-0.0844,27.34,68.19,0
0.4689,0.0374,23.72,66.73,2
0.6399,0.0383,23.0,66.85,2
0.7038,-0.037,22.81,66.82,2
0.1461,-0.0885,28.45,68.72,0
0.1777,-0.1079,27.84,68.61,1
0.271,0.0767,28.62,68.42,0
0.4711,-0.0309,24.31,67.68,2
0.0479,-0.0155,28.59,68.68,0
0.3115,0.0562,28.12,68.69,1
0.7557,0.0078,23.13,66.85,2
0.2847,0.0401,28.0,68.62,0
0.0736,-0.0221,28.03,68.65,0
0.7278,-0.0146,23.09,66.9,2
0.5805,-0.0272,22.62,66.62,2
0.2558,0.0554,27.52,68.56,0
0.6923,-0.012,22.76,66.55,2
0.1111,-0.0535,28.05,68.51,0
0.2336,-0.1245,27.89,68.65,0
0.6305,-0.0257,23.13,66.81,2
0.5699,-0.017,22.66,65.55,2
0.7159,0.0188,22.88,66.48,2
0.3237,-0.1394,23.56,66.75,1
0.1095,-0.0633,28.68,68.69,0
0.6385,0.0479,23.06,66.63,2
0.1678,-0.0984,28.26,68.73,0
0.7379,0.0358,22.83,66.66,2
0.287,-0.1372,27.17,68.47,1
0.6174,0.0423,22.51,65.63,2
0.7328,-0.0128,22.9,66.85,2
0.4176,0.0417,25.26,67.68,1
0.1439,-0.0773,27.94,68.47,0
0.6768,-0.0099,22.82,66.56,2
0.6876,0.0073,22.79,66.69,2
0.4814,0.0132,24.67,68.15,2
0.2497,0.0954,27.04,67.91,0
0.1256,0.0928,28.72,68.72,0
0.7524,-0.0294,23.03,66.87,2
0.4776,0.0155,25.02,67.66,2
0.6352,-0.0123,22.96,66.6,2
0.37,0.0446,27.49,68.57,1
0.3753,0.0945,26.68,67.66,1
0.5622,0.0557,22.58,66.52,2
0.7058,-0.0019,22.89,66.79,2
0.3004,0.0829,28.48,68.68,1
0.2473,0.1145,28.46,68.53,0
0.7275,0.0174,23.08,66.72,2
0.7213,-0.0014,22.94,66.67,2
0.5315,0.0139,22.63,66.59,2
0.6177,0.0494,22.76,66.62,2
0.6463,0.0357,22.69,66.55,2
0.738,0.0016,22.9,66.85,2
0.7313,0.0102,22.79,66.77,2
0.7448,-0.031,23.35,66.83,2
0.538,0.0068,22.89,66.55,2
0.1692,-0.0963,28.55,68.5,0
0.1816,-0.0997,27.17,68.65,1
0.4442,0.0372,24.27,67.78,1
0.5831,-0.0081,22.86,66.72,2
0.7986,-0.0015,22.87,66.83,2
0.2555,0.0667,28.66,68.67,0
0.628,0.0307,22.78,66.67,2
0.6828,-0.0303,22.9,66.82,2
0.5702,-0.0167,22.67,66.43,2
0.2996,0.0408,27.99,68.72,1
0.5677,0.0155,22.95,67.46,2
0.1007,-0.0549,28.64,68.75,0
0.1064,-0.0697,28.66,68.69,0
0.3603,-0.0081,25.83,67.12,1
0.1858,-0.0764,26.29,67.31,0
0.4028,-0.0117,25.2,67.34,1
0.6615,-0.0053,22.82,66.8,2
0.2407,-0.1172,26.98,68.28,1
0.4206,0.0154,26.1,68.34,1
0.7129,0.0239,23.0,66.66,2
0.6508,0.014,22.94,66.63,2
0.5912,-0.0486,22.78,66.67,2
0.1944,-0.1128,27.41,68.41,1
0.5272,0.0168,23.15,67.19,2
0.7342,0.0166,23.01,66.84,2
0.1914,-0.1148,28.19,68.71,0
0.4434,0.0404,24.57,67.03,1
0.1604,0.0824,28.54,68.7,0
0.6722,0.0193,22.84,66.69,2
0.1277,-0.0829,28.21,68.62,0
0.4775,0.0032,22.89,66.84,2
0.7313,0.0059,23.01,66.75,2
0.7021,-0.0306,22.95,66.83,2
0.4197,-0.0068,27.07,68.48,1
0.4595,-0.0017,25.19,67.8,2
0.6336,-0.0359,23.11,66.82,2
0.1516,-0.0809,28.13,68.65,0
0.2026,-0.0792,25.95,67.51,0
0.6656,-0.0513,23.09,66.66,2
0.341,-0.147,23.9,67.38,1
0.7061,-0.0466,23.12,66.64,2
0.5635,-0.0021,22.93,66.75,2
0.7231,-0.0428,22.85,66.84,2
0.5212,-0.0158,22.84,66.46,2
0.6966,0.0018,22.89,66.78,2
0.2093,0.1056,28.2,68.65,0
0.4621,0.0304,25.31,67.69,2
0.0907,-0.0437,28.45,68.71,0
0.7847,0.0042,23.07,66.88,2
0.2313,0.0643,28.54,68.75,0
0.4167,-0.0032,25.6,68.16,1
0.5255,-0.006,22.55,66.84,2
0.7344,-0.0032,23.0,66.79,2
0.2506,0.0473,27.76,68.65,0
0.0605,-0.0192,28.78,68.66,0
0.1796,-0.0722,27.26,68.6,0
0.6382,-0.0359,23.02,66.68,2
0.5364,-0.0265,22.98,66.55,2
0.1208,-0.0717,28.08,68.64,0
0.0896,-0.042,28.36,68.72,0
0.1163,-0.076,28.66,68.79,0
0.3881,-0.1578,23.89,67.53,1
0.5493,-0.0008,24.64,67.21,2
0.7399,0.0002,23.06,66.81,2
0.4701,0.0507,23.55,66.63,2
0.1337,-0.0585,27.24,68.61,0
0.3027,0.0736,28.06,68.66,1
0.5932,-0.0608,23.18,66.64,2
0.4204,-0.1661,23.41,66.77,1
0.6072,0.0246,22.72,66.71,2
0.7609,-0.0132,23.13,66.87,2
0.6922,0.0341,22.91,66.69,2
0.7231,0.0038,23.02,66.84,2
0.5312,0.0177,22.94,66.54,2
0.2615,0.0485,27.92,68.67,0
0.6453,0.032,22.91,66.64,2
0.7405,-0.0122,22.86,66.8,2
0.6445,0.0228,22.86,66.73,2
0.2521,0.0728,27.18,68.21,0
0.6567,0.0204,22.86,66.65,2
0.1626,0.1012,27.82,68.66,0
0.4162,0.009,26.59,67.86,1
0.2906,0.0399,27.45,68.58,0
0.6373,0.0155,23.05,65.09,2
0.4499,0.0555,23.22,66.62,1
0.7183,0.019,22.82,66.84,2
0.1433,-0.097,28.83,68.64,0
0.1473,-0.0863,28.32,68.46,0
0.2079,0.0893,28.85,68.78,0
0.7369,0.0026,22.96,66.8,2
0.752,0.0116,22.77,66.85,2
0.336,0.0503,25.97,68.04,1
0.2454,0.0487,27.95,68.61,0
0.6443,-0.0028,22.79,66.76,2
0.7113,-0.0603,22.93,66.72,2
0.5855,-0.0353,22.97,66.29,2
0.3395,-0.0174,27.95,68.64,1
0.4622,0.0428,25.16,68.08,2
0.6964,-0.0214,23.02,66.82,2
0.6298,0.0145,22.66,66.65,2
0.2851,0.1075,27.27,68.49,1
0.3465,0.0119,25.09,67.29,1
0.4652,0.0054,23.82,67.04,2
0.7343,-0.0238,22.93,66.7,2
0.7291,-0.0013,23.17,66.75,2
0.7174,0.0281,22.81,66.83,2
0.4966,0.0026,25.13,68.06,2
0.7306,0.008,22.77,66.8,2
0.1383,-0.0861,27.74,68.53,0
0.7515,0.0046,22.92,66.84,2
0.1161,-0.078,28.76,68.75,0
0.661,-0.0165,22.77,66.69,2
0.1983,-0.0991,27.08,68.21,0
0.7211,0.0118,22.96,66.7,2
0.2968,0.0781,27.93,68.69,0
0.3656,0.0507,25.75,67.23,1
0.2637,0.0261,28.17,68.56,0
0.0554,-0.0246,28.31,68.73,0
0.552,0.0076,23.66,67.43,2
0.7381,-0.0229,22.94,66.84,2
0.1778,-0.0675,24.94,66.99,0
0.3315,0.0497,28.32,68.7,1
0.6691,-0.0068,22.68,66.6,2
0.6048,-0.018,23.05,66.63,2
0.6665,0.0298,22.7,66.58,2
0.6242,-0.0319,22.59,66.62,2
0.7701,0.0085,22.8,66.84,2
0.2468,0.052,28.83,68.76,0
0.3428,0.0148,27.62,68.61,1
0.4917,-0.0195,22.73,66.57,2
0.187,-0.0961,28.02,68.67,0
0.7289,0.0076,22.96,66.79,2
0.1077,-0.0663,28.65,68.76,0
0.4169,0.0411,23.35,66.57,1
0.6796,0.0024,23.04,66.85,2
0.7391,0.0268,23.01,66.66,2
0.1841,0.0738,28.62,68.7,0
0.7484,0.0116,23.08,66.83,2
0.6897,-0.0402,23.13,66.72,2
0.5359,0.0319,22.78,66.58,2
0.6142,0.0177,22.91,66.63,2
0.6615,0.0069,22.57,66.56,2
0.5305,-0.0004,22.8,66.8,2
0.7752,0.011,22.97,66.84,2
0.7191,-0.0091,23.01,66.84,2
0.2546,-0.1105,27.31,68.54,0
0.7005,-0.0042,22.95,66.82,2
0.4179,0.0206,27.08,68.51,1
0.0889,-0.0374,27.85,68.63,0
0.5709,-0.0458,22.74,66.52,2
0.4825,-0.0026,24.33,68.04,2
0.653,0.0078,22.78,66.67,2
0.5816,-0.0494,22.84,66.57,2
0.451,-0.1752,22.66,66.52,2
0.6436,0.045,22.75,66.63,2
0.1299,-0.0744,28.01,68.67,0
0.154,-0.068,27.68,68.61,0
0.5705,-0.0294,22.47,66.59,2
0.0586,-0.0223,28.1,68.64,0
0.7747,-0.0062,23.11,66.86,2
0.7664,0.0017,22.95,66.85,2
0.8184,0.0102,23.06,66.85,2
0.33,0.0895,28.17,68.69,1
0.598,0.0456,22.6,66.6,2
0.5191,-0.0462,22.76,66.68,2
0.5717,-0.0336,22.85,66.58,2
0.2761,0.0361,27.77,68.56,0
0.6686,0.0238,22.68,66.57,2
0.3198,0.0197,27.98,68.65,1
0.0874,-0.0339,28.24,68.65,0
0.2235,0.0585,26.41,67.69,0
0.2462,0.06,28.44,68.71,0
0.5157,0.0162,22.7,66.53,2
0.3463,-0.1502,23.36,66.57,2
0.5922,0.011,22.62,66.62,2
0.3095,0.0092,27.33,68.31,1
0.6779,0.0162,22.98,66.82,2
0.7643,0.0128,22.92,66.84,2
0.5407,0.0191,22.66,66.78,2
0.2973,-0.135,25.92,67.1,1
0.1745,-0.1062,27.79,68.64,1
0.6812,0.0029,22.85,66.68,2
0.7611,-0.0324,23.21,66.78,2
0.782,0.0325,22.89,66.85,2
0.2318,0.0423,28.46,68.61,0
0.4681,0.051,26.7,68.18,2
0.7488,0.0112,22.87,66.84,2
0.3902,0.0509,24.46,67.03,1
0.5954,0.0081,22.85,66.57,2
0.6229,-0.0323,22.91,66.67,2
0.5287,0.0615,22.92,66.52,2
0.7361,-0.0031,22.81,66.77,2
0.339,0.0384,24.82,66.86,1
0.3929,0.0339,26.36,67.61,1
0.2398,-0.1252,27.04,68.21,0
0.6191,0.0384,22.89,66.52,2
0.4208,0.052,26.64,67.76,1
0.4351,-0.0066,23.96,63.56,1
0.6893,0.0056,22.73,66.57,2
0.5341,-0.0083,22.84,66.74,2
0.3995,0.0603,25.02,67.82,1
0.5132,0.0044,22.95,66.56,2
0.7202,-0.0252,23.02,66.82,2
0.2572,0.0466,28.55,68.7,0
0.7353,0.0096,22.83,66.82,2
0.7893,-0.0017,22.93,66.84,2
0.1938,-0.1104,27.53,68.54,0
0.0761,-0.0588,28.39,68.67,0
0.0599,-0.0146,28.25,68.64,0
0.606,-0.0122,22.86,66.63,2
0.1623,-0.0916,28.24,68.65,0
0.4831,-0.0184,22.64,66.77,2
0.7131,-0.0067,22.91,66.83,2
0.5443,0.0091,23.18,67.02,2
0.2157,0.0953,27.83,68.56,0
0.4784,0.02,22.51,66.6,2
0.2941,-0.1339,25.54,67.14,1
0.2696,0.0151,28.71,68.74,0
0.1382,-0.0444,27.35,68.6,0
0.6899,0.0203,22.69,66.5,2
0.1954,-0.1157,27.51,68.61,0
0.5264,0.0206,23.0,66.56,2
0.0753,-0.0319,28.51,68.52,0
0.3727,0.0084,23.52,66.6,1
0.1447,0.0789,28.49,68.64,0
0.2821,-0.1301,24.79,67.05,1
0.564,-0.006,22.77,66.73,2
0.7231,0.0002,22.85,66.78,2
0.5463,-0.015,23.21,63.32,2
0.3315,0.0465,27.97,68.54,1
0.5027,-0.0054,22.69,66.55,2
0.3681,0.0212,23.21,66.58,1
0.44,-0.0078,24.3,67.04,1
0.7466,-0.013,23.05,66.77,2
0.0888,-0.0601,28.56,68.69,0
0.1527,-0.0835,28.16,68.42,0
0.1559,0.0859,28.94,68.73,0
0.2202,-0.0796,26.72,68.21,0
0.7192,0.0049,23.09,66.82,2
0.6726,0.0281,22.74,66.7,2
0.2775,0.095,28.64,68.76,0
0.7822,0.0275,23.16,66.76,2
0.2373,0.0796,27.93,68.69,0
0.5599,0.0258,22.59,66.52,2
0.0591,-0.0257,28.61,68.8,0
0.354,0.0656,25.67,67.62,1
0.7118,0.0216,23.19,66.82,2
0.2928,0.0564,28.14,68.4,1
0.4595,0.051,26.81,68.46,2
0.6079,0.02,22.84,67.47,2
0.3141,0.0405,27.44,68.6,1
0.2344,0.0479,28.17,68.75,0
0.0591,-0.0241,28.23,68.4,0
0.6327,-0.0254,22.73,66.62,2
0.2859,0.0135,28.59,68.79,1
0.2291,0.0709,28.12,68.41,0
0.6672,0.0453,22.53,65.1,2
0.1624,0.0935,27.94,68.59,0
0.2073,-0.1175,26.96,67.97,0
0.3297,0.0347,27.04,68.46,1
0.7337,-0.0008,22.82,66.73,2
0.5228,0.0184,23.22,66.89,2
0.1443,-0.0888,28.51,68.73,0
0.3393,0.0253,25.29,67.74,1
0.225,-0.1159,27.51,68.29,0
0.4872,0.0493,23.31,66.65,1
0.4477,0.005,23.69,66.68,1
0.2853,0.0289,27.63,68.53,0
0.6034,0.0362,22.7,65.48,2
0.7362,-0.0363,22.85,66.87,2
0.4144,-0.0217,25.59,68.17,1
0.7077,-0.0065,23.12,66.76,2
0.2529,0.0736,28.56,68.76,0
0.0605,-0.0252,28.35,68.69,0
0.6812,-0.0023,22.98,66.63,2
0.3528,0.0262,24.4,66.86,1
0.1989,0.0685,27.79,68.54,0
0.3935,0.0211,27.4,68.56,1
0.1668,0.092,28.3,68.58,0
0.6911,-0.0148,22.96,66.82,2
0.3571,0.0394,27.23,68.54,1
0.3263,-0.0115,27.01,68.36,1
0.1539,-0.0929,27.7,68.63,0
0.277,0.071,27.54,68.37,0
0.5557,0.0317,22.73,66.65,2
0.3771,0.1127,24.41,66.74,0
0.7005,-0.0078,22.74,66.71,2
0.6841,0.0216,22.86,66.61,2
0.4769,-0.0194,23.02,66.87,2
0.6374,-0.0129,22.69,66.62,2
0.5767,-0.0125,22.54,66.53,2
0.1725,-0.0809,27.79,68.37,0
0.4235,0.0387,26.03,68.33,1
0.7653,-0.0024,23.11,66.8,2
0.4288,0.0066,25.35,68.01,1
0.4079,-0.0059,23.63,67.35,1
0.7145,0.0242,22.94,66.84,2
0.5542,0.0109,22.74,66.48,2
0.6408,-0.0037,22.87,66.67,2
0.639,0.0131,22.96,65.37,2
0.6764,0.0007,22.8,66.62,2
0.1826,0.0759,28.78,68.79,0
0.7208,0.0115,22.78,66.61,2
0.394,0.0294,26.61,67.7,1
0.3666,-0.0183,25.82,67.66,1
0.1115,-0.0661,28.02,68.38,0
0.4873,0.0118,23.52,66.74,2
0.6792,0.0202,23.01,66.82,2
0.1073,-0.0358,27.51,68.29,0
0.6609,-0.0084,22.81,66.6,2
0.6624,-0.0327,22.82,66.46,2
0.72,-0.0123,23.03,66.79,2
0.189,0.0978,27.8,68.59,0
0.6673,0.0108,23.01,66.65,2
0.3304,0.0482,27.46,68.55,1
0.3891,0.0172,26.56,67.68,1
0.7371,0.0061,22.98,66.83,2
0.6387,0.0329,22.83,66.69,2
0.2003,-0.1095,27.93,68.68,1
0.2893,0.0689,26.15,67.95,1
0.703,-0.011,23.13,66.81,2
0.5657,0.038,22.94,64.23,2
0.4693,-0.0236,23.07,66.55,2
0.6508,-0.015,22.92,66.72,2
0.642,0.02,22.78,66.24,2
0.7924,-0.0083,23.01,66.9,2
0.572,0.0316,22.84,67.29,2
0.7547,0.0163,23.05,66.8,2
0.7014,-0.0125,22.89,66.66,2
0.0819,-0.0562,28.09,68.65,0
0.6378,0.0104,22.83,66.62,2
0.4195,0.0375,26.7,68.21,1
0.5899,0.0158,22.83,65.08,2
0.1078,-0.0449,28.38,68.71,0
0.7644,0.003,22.71,66.81,2
0.8133,0.0143,22.95,66.79,2
0.4291,-0.0053,24.72,66.76,1
0.6835,-0.0492,22.85,66.79,2
0.3085,0.0399,26.61,68.13,0
0.7133,0.0271,22.99,66.83,2
0.6544,0.0272,22.7,66.61,2
0.5533,-0.0505,22.7,65.45,2
0.6891,-0.0108,22.75,66.81,2
0.5916,0.0172,22.73,66.66,2
0.5427,-0.0087,22.88,66.75,2
0.2655,-0.1333,26.24,67.29,0
0.7317,0.0148,22.93,66.73,2
0.5323,0.0305,22.92,66.62,2
0.5407,-0.0076,22.69,67.28,2
0.2439,-0.1215,27.57,68.56,0
0.615,0.0034,22.82,66.43,2
0.6991,-0.0056,22.92,66.66,2
0.7362,0.0021,22.99,66.87,2
0.5737,0.0005,23.17,66.97,2
0.5396,0.0134,22.82,66.54,2
0.2938,0.0686,27.76,68.39,1
0.7548,0.0208,22.56,66.73,2
0.677,0.0155,22.89,66.8,2
0.1777,0.0929,27.97,68.71,0
0.2779,0.0631,25.66,67.97,0
0.7092,-0.0523,23.01,66.86,2
0.5335,0.0046,22.91,66.49,2
0.7258,-0.0638,23.23,66.84,2
0.0403,-0.018,28.35,68.7,0
0.6271,0.0173,22.72,66.57,2
0.542,0.016,23.02,67.54,2
0.4349,0.034,23.75,67.38,1
0.0663,-0.0227,27.83,68.68,0
0.3663,0.0909,25.38,67.11,0
0.5491,0.005,22.92,66.66,2
0.7568,0.0046,23.07,66.79,2
0.3373,0.0516,26.31,67.79,1
0.7685,0.0291,22.88,66.7,2
0.6298,-0.0066,22.54,66.58,2
0.3396,0.0555,26.93,68.29,1
0.723,-0.0693,22.78,66.81,2
0.2532,-0.1215,26.37,67.58,0
0.7523,-0.0046,22.98,66.84,2
0.343,0.036,26.73,68.41,1
0.2078,-0.1095,27.97,68.71,1
0.7883,0.0,22.88,66.79,2
0.7615,0.0381,22.84,66.85,2
0.2547,0.0483,27.59,68.45,0
0.7426,-0.009,23.04,66.83,2
0.3451,0.0584,26.39,68.05,1
0.4557,0.0072,23.49,67.46,1
0.4509,0.0127,26.48,68.48,2
0.6723,-0.0463,22.79,66.8,2
0.1825,0.117,28.62,68.75,0
0.6394,0.052,22.79,65.35,2
0.5636,0.0237,22.56,66.5,2
0.6279,-0.0097,22.57,66.68,2
0.7576,0.0034,22.9,66.83,2
0.128,-0.0736,28.1,68.63,0
0.7347,0.0116,23.05,66.7,2
0.5951,-0.0129,22.76,66.64,2
0.2057,0.082,28.59,68.71,0
0.1877,-0.0989,27.82,68.64,1
0.3786,0.041,24.01,66.82,1
0.0961,-0.039,28.05,68.68,0
0.7263,0.0079,22.99,66.79,2
0.7327,0.013,23.02,66.84,2
0.1548,0.0872,28.29,68.68,0
0.4877,-0.0184,23.36,66.64,2
0.3223,0.0076,26.86,68.59,1
0.4237,0.0016,26.35,68.01,1
0.1531,-0.0429,26.25,67.66,0
0.3266,0.0245,25.4,67.53,1
0.5864,0.0286,24.4,67.99,2
0.6526,0.0257,22.61,66.64,2
0.179,-0.0906,27.73,68.54,0
0.4521,0.0839,23.54,67.7,2
0.6885,-0.0678,23.24,66.87,2
0.7257,0.0128,22.63,66.57,2
0.745,0.0012,22.77,66.79,2
0.6971,-0.0131,22.65,66.64,2
0.6529,0.014,22.79,66.71,2
0.1263,-0.0582,27.77,68.68,0
0.4262,0.0164,25.53,67.34,1
0.7045,-0.0284,23.02,66.86,2
0.5993,0.0444,23.17,63.33,2
0.729,0.0103,22.99,66.84,2
0.5067,-0.028,22.82,66.48,2
0.2497,-0.1279,27.39,68.25,0
0.2577,0.1453,28.29,68.73,0
0.5276,0.0032,22.51,66.5,2
0.4647,0.0133,23.83,67.54,2
0.6384,-0.0142,22.79,66.58,2
0.242,0.0419,27.47,68.13,0
0.789,-0.0065,23.15,66.83,2
0.1816,-0.0643,25.46,67.27,0
0.6972,-0.0079,22.82,66.69,2
0.655,0.0216,22.68,65.69,2
0.1285,-0.0688,27.96,68.66,0
0.1553,0.0654,28.58,68.71,0
0.2398,0.1156,27.51,68.55,0
0.4337,-0.0276,24.4,67.99,1
0.1014,-0.0679,28.61,68.79,0
0.2714,0.0256,28.79,68.74,0
0.2906,0.0199,27.84,68.6,1
0.3071,0.0473,27.56,68.38,1
0.1875,0.0821,28.47,68.56,0
0.7043,-0.0049,22.91,66.82,2
0.6457,0.0216,22.94,66.68,2
0.6575,-0.0094,22.83,66.61,2
0.0387,-0.0275,28.6,68.61,0
0.3464,0.0256,27.43,60.79,1
0.3545,-0.1493,22.99,66.54,1
0.4775,-0.0048,25.66,68.06,2
0.2939,-0.1393,24.98,67.18,1
0.0913,-0.0471,27.87,68.54,0
0.2263,0.0584,28.6,68.61,0
0.732,0.015,22.85,66.79,2
0.099,-0.0501,28.14,68.27,0
0.1986,0.0768,27.18,68.4,0
0.7511,0.0124,23.02,66.84,2
0.4162,0.0888,24.16,67.42,1
0.1339,-0.0705,27.38,68.33,0
0.1292,-0.049,26.82,68.2,0
0.6383,0.0006,22.59,66.65,2
0.7476,-0.0291,23.19,66.85,2
0.6921,0.0154,22.62,66.73,2
0.2069,0.0539,27.94,68.54,0
0.623,0.0498,22.83,66.55,2
0.3793,0.0702,25.97,67.41,1
0.6995,-0.0238,22.97,66.84,2
0.5177,0.0611,22.96,66.64,2
0.15,-0.0922,28.61,68.64,0
0.1918,-0.1055,26.87,67.86,1
0.5401,-0.0534,22.74,66.71,2
0.5881,-0.0329,22.77,66.55,2
0.7301,0.0128,23.02,66.68,2
0.642,0.0242,22.93,64.56,2
0.1564,-0.0777,27.87,68.6,0
0.2182,0.0618,28.92,68.75,0
0.3022,0.0296,27.88,68.25,1
0.7053,0.0351,22.91,66.7,2
0.6759,-0.0276,22.75,66.68,2
0.0523,-0.0165,28.3,68.62,0
0.1216,-0.078,28.54,68.67,0
0.7482,-0.058,23.1,66.82,2
0.4175,-0.0141,24.37,67.74,1
0.7083,-0.0245,22.66,66.82,2
0.6402,0.0141,23.0,66.59,2
0.6961,0.0292,22.84,66.77,2
0.2689,0.0595,28.34,68.73,0
0.6663,0.0036,22.87,66.63,2
0.7451,0.0308,23.04,66.81,2
0.4946,0.0204,25.7,67.64,2
0.188,-0.1031,27.52,68.58,1
0.4515,0.0094,24.45,67.03,2
0.6896,0.0263,22.95,66.66,2
0.3092,0.0114,28.11,68.63,1
0.7012,0.0056,22.7,66.82,2
0.055,-0.0167,28.09,68.56,0
0.4323,-0.1695,23.88,66.78,1
0.0887,-0.0603,28.66,68.74,0
0.326,0.0547,28.03,68.67,0
0.2381,-0.122,26.73,67.71,0
0.6705,-0.0357,22.91,66.84,2
0.7836,-0.0001,23.06,66.83,2
0.2762,0.0198,28.73,68.71,0
0.2812,0.0471,28.09,68.67,1
0.7426,0.0238,22.98,66.85,2
0.2821,0.0356,26.72,67.69,0
